UniProt Accession,Description,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Fractions,Occurrences,Highest mean condition,Lowest mean condition,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,Anova p-value <= 0.05,Fold change >= 1.5,Fold change >= 2,Tissue,Ome,Species
ACADV_HUMAN,Very long chain specific acyl CoA dehydrogenase mitochondrial OS Homo sapiens GN ACADVL PE 1 SV 1,53,38,288.34,0.009600798,0.021971537,-1.21829896,0.826500908,1;3;4;5;6;7;8;9;10,9,Control,HCM,13318.71866,12900.46385,13928.86684,13884.45649,13922.30061,13546.01969,9505.77586,9311.190391,11387.12954,9661.112999,11823.69899,12812.02689,10241.65591,10056.90593,16734.86648,10920.77807,10189.78153,x,,,HEART,PROT,HUMAN
IDHP_HUMAN;IDHC_HUMAN,Isocitrate dehydrogenase NADP mitochondrial OS Homo sapiens GN IDH2 PE 1 SV 2,87,70,348.24,0.010197514,0.023077827,-1.46173064,0.818996387,1;2;3;4;5;6;7;8;9;10;11;12,12,Control,HCM,47295.67231,50596.40189,44058.98333,45987.41854,47128.8239,53886.03332,23169.31389,18821.11615,21556.618,41582.89532,47910.15491,28078.59852,25991.34466,39340.00008,26136.75308,57896.78278,31927.77565,x,,,HEART,PROT,HUMAN
ATPK_HUMAN,ATP synthase subunit f mitochondrial OS Homo sapiens GN ATP5J2 PE 1 SV 3,4,4,38.39,0.010682659,0.023910082,-1.72536103,0.813068153,9;10,2,Control,HCM,1457.706655,2349.952297,1801.982108,2115.893384,2743.258474,2048.473674,1141.073436,1011.258589,1631.79363,1052.830191,1638.474179,1902.500068,1151.311494,902.6125697,1330.502036,1226.228478,312.0067126,x,x,,HEART,PROT,HUMAN
FABP5_HUMAN;FB5L3_HUMAN,Fatty acid binding protein epidermal OS Homo sapiens GN FABP5 PE 1 SV 3,9,6,49.02,0.011314245,0.024581249,-1.36553591,0.8055685,1;4;5;6;8;9,6,Control,HCM,1803.394597,3094.705918,1622.355703,1843.845061,1962.318249,1937.883151,1335.853523,1428.150998,1217.583059,1609.453171,1661.366264,1153.238032,1317.548356,1414.926716,1574.192636,2439.447189,1314.245375,x,,,HEART,PROT,HUMAN
NDUA4_HUMAN,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 4 OS Homo sapiens GN NDUFA4 PE 1 SV 1,9,6,53.51,0.011687757,0.024797223,-1.85724785,0.801243181,2;3;4;5;6;7,6,Control,HCM,1736.490678,3959.097404,3075.747289,1495.759539,3628.572822,2084.839552,1575.947241,864.7227002,1903.982399,914.652753,2349.444073,1483.042016,1050.286538,835.5993325,3043.929298,1072.05033,681.0805231,x,x,,HEART,PROT,HUMAN
NDUB9_HUMAN,NADH dehydrogenase ubiquinone 1 beta subcomplex subunit 9 OS Homo sapiens GN NDUFB9 PE 1 SV 3,2,2,6.14,0.012240139,0.025240203,-1.93870515,0.794988207,1,1,Control,HCM,230.6239809,77.07125389,368.9815633,248.5742011,246.5552921,237.1057559,85.42180326,71.78500245,124.5332339,123.6599408,257.2964325,157.8295115,121.7682419,110.2805605,138.4949799,67.68878394,73.57686754,x,x,,HEART,PROT,HUMAN
NDUA2_HUMAN,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 2 OS Homo sapiens GN NDUFA2 PE 1 SV 3,3,3,23.78,0.012948986,0.025918997,-2.00878980,0.787195735,6;7,2,Control,HCM,400.0398986,617.7985103,522.0469494,413.3421323,739.130416,468.5014649,273.2129869,427.5978976,313.1623954,226.8798585,490.9002791,269.0974478,250.3408701,181.8835476,147.3815876,267.6678568,36.65139193,x,x,x,HEART,PROT,HUMAN
NCOR2_HUMAN,Nuclear receptor corepressor 2 OS Homo sapiens GN NCOR2 PE 1 SV 2,6,2,57.19,0.012956526,0.025918997,-1.43206402,0.787114209,1;2,2,Control,HCM,1806.54685,3399.392898,1658.895538,1809.565566,1577.919927,2295.065833,1196.462896,1673.295539,1595.173943,1822.934298,1742.465414,1026.580846,1046.157169,1412.184062,1385.149796,1829.604845,1333.199117,x,,,HEART,PROT,HUMAN
PRDX6_HUMAN,Peroxiredoxin 6 OS Homo sapiens GN PRDX6 PE 1 SV 3,28,23,158.39,0.012980017,0.025918997,-1.23738253,0.78686037,1;2;3;4;5;6;7;8;9;10,10,Control,HCM,7335.279933,5274.146579,7028.930227,8720.708471,5634.592478,7028.895217,4926.054629,5428.842106,5023.915051,6111.413436,5467.335863,4550.662365,5446.017268,6018.046229,7070.746209,5284.327428,5452.561639,x,,,HEART,PROT,HUMAN
GDIR1_HUMAN,Rho GDP dissociation inhibitor 1 OS Homo sapiens GN ARHGDIA PE 1 SV 3,1,1,7.12,0.01441032,0.02849571,-1.37972634,0.77189191,1;3,2,Control,HCM,323.2624369,373.9401586,215.9747907,238.121596,283.1818212,262.7766661,213.3021159,161.2192792,117.1591625,239.245241,302.7789271,202.1661456,201.3144463,188.2891645,179.914559,184.0299219,265.8389171,x,,,HEART,PROT,HUMAN
NDUS1_HUMAN,NADH ubiquinone oxidoreductase 75 kDa subunit mitochondrial OS Homo sapiens GN NDUFS1 PE 1 SV 3,12,10,93.97,0.014718437,0.028825142,-1.24367680,0.768786183,4;7;8;9;10,5,Control,HCM,4911.577897,6591.909652,5107.303019,4710.959642,6819.205151,5027.957777,4847.835543,5905.201906,5100.861524,3908.244033,4310.806159,4430.128304,4144.300565,3471.154809,4821.048348,4292.653272,3662.843647,x,,,HEART,PROT,HUMAN
ALDOA_HUMAN,Fructose bisphosphate aldolase A OS Homo sapiens GN ALDOA PE 1 SV 2,96,60,440.99,0.015223286,0.029529916,-1.16555367,0.763782535,1;2;3;4;5;6;7;8;9;10;11,11,Control,HCM,26721.44178,36142.85935,37191.39447,31799.93487,32981.253,37126.4946,29506.7658,30109.14726,26906.34351,30529.61983,30552.47229,29612.85296,24684.07881,26842.19168,33774.08318,30453.90315,24702.62519,x,,,HEART,PROT,HUMAN
MGST3_HUMAN,Microsomal glutathione S transferase 3 OS Homo sapiens GN MGST3 PE 1 SV 1,3,3,41.42,0.015751265,0.029634304,-1.25067205,0.758658394,8;9;10;11,4,Control,HCM,1951.127059,3052.343314,1944.170979,2589.804981,2030.479554,2222.66794,1741.787741,1798.860752,2224.639745,2164.003012,1830.00896,1674.468214,1534.648579,1528.088996,2278.004705,1875.211533,1565.613434,x,,,HEART,PROT,HUMAN
MYH3_HUMAN,Myosin 3 OS Homo sapiens GN MYH3 PE 1 SV 3,107,6,444.25,0.016004581,0.029634304,-1.12508223,0.75623796,1;2;3;4;5;6;7;8,8,Control,HCM,874.9444494,757.2427214,935.2095027,752.1304724,924.3341273,789.9729554,750.0341756,682.0167624,781.2863623,697.6430936,783.8073738,678.6542013,740.8232874,675.9871904,856.132757,776.4992856,779.8013634,x,,,HEART,PROT,HUMAN
UCRI_HUMAN;UCRIL_HUMAN,Cytochrome b c1 complex subunit Rieske mitochondrial OS Homo sapiens GN UQCRFS1 PE 1 SV 2,7,5,49.57,0.016746061,0.030727893,-1.48708249,0.749289151,1;4;9;10;11,5,Control,HCM,2385.130032,2496.984524,2458.996259,2047.032462,3324.648076,1267.810699,1469.556968,1610.776501,2023.671758,1284.717654,1944.738237,1003.198586,1591.3977,1602.617223,2392.761866,1140.727026,1171.668368,x,,,HEART,PROT,HUMAN
PCCB_HUMAN,Propionyl CoA carboxylase beta chain mitochondrial OS Homo sapiens GN PCCB PE 1 SV 3,2,1,13.14,0.017152341,0.031192378,-1.51621661,0.745564482,5,1,Control,HCM,134.1112843,141.7743647,109.6551346,120.3367324,150.8829579,161.446624,111.5444137,61.02686386,58.4343299,100.7811121,161.648604,119.8753703,74.91905546,44.88944495,46.07634123,83.01779745,127.1217873,x,x,,HEART,PROT,HUMAN
COX6C_HUMAN,Cytochrome c oxidase subunit 6C OS Homo sapiens GN COX6C PE 1 SV 2,5,4,14.94,0.019545457,0.034920791,-1.22965356,0.724711774,8;9,2,Control,HCM,1242.39944,1393.218802,1309.044983,894.2457482,1486.009907,1267.749479,1058.136001,996.2159875,1111.803054,959.7191231,1097.760746,1148.039734,690.5355092,1080.856747,1029.781714,1082.131473,1065.193711,x,,,HEART,PROT,HUMAN
LC7L3_HUMAN,Luc7 like protein 3 OS Homo sapiens GN LUC7L3 PE 1 SV 2,1,1,0,0.020396503,0.036022973,-1.65960524,0.717705607,1,1,Control,HCM,123.9144985,327.8784302,99.58963727,165.6298419,130.8277381,96.51361166,89.17443799,85.01679765,104.5265351,110.7848391,128.3019015,94.4864191,110.1882352,105.1437334,86.05821534,79.12305459,50.40489331,x,x,,HEART,PROT,HUMAN
ATPA_HUMAN,ATP synthase subunit alpha mitochondrial OS Homo sapiens GN ATP5A1 PE 1 SV 1,82,63,329.38,0.021263698,0.037016558,-1.22261263,0.710767022,1;2;3;4;5;6;7;8;9;10;11,11,Control,HCM,39540.68416,46638.7999,42684.27939,42085.64734,46786.85884,36761.73845,31618.33527,31530.92851,35298.22844,31550.0603,36555.83663,31008.60789,30334.77846,26068.2851,54493.64256,33257.2537,39909.15614,x,,,HEART,PROT,HUMAN
NDUA5_HUMAN,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 5 OS Homo sapiens GN NDUFA5 PE 1 SV 3,4,3,20.33,0.021934047,0.037560598,-1.55668750,0.705534931,4;7;8,3,Control,HCM,370.5542403,666.384728,358.7354954,288.457161,495.4878229,353.0896423,288.8248489,310.7381085,322.6458437,144.6036094,354.5654739,321.5842147,310.8990233,113.6819667,354.7394336,208.1364818,252.3890494,x,x,,HEART,PROT,HUMAN
SNX3_HUMAN,Sorting nexin 3 OS Homo sapiens GN SNX3 PE 1 SV 3,1,1,6.31,0.025094898,0.041895627,-1.65177181,0.682264419,1,1,Control,HCM,72.55254042,92.82576481,55.33719489,73.32474651,61.23621482,64.25190759,19.33537542,20.47074084,13.14236946,87.34619784,67.52230433,53.69950956,36.3306554,64.34019607,20.62382298,33.07778786,49.75365374,x,x,,HEART,PROT,HUMAN
GPD1L_HUMAN,Glycerol 3 phosphate dehydrogenase 1 like protein OS Homo sapiens GN GPD1L PE 1 SV 1,2,1,12.57,0.026729946,0.043554312,-1.88332076,0.67103977,5;8,2,Control,HCM,131.3405431,129.922571,412.495179,159.0036689,144.3528839,128.640621,112.1813632,69.05737495,26.78955749,139.8344698,127.2171694,114.3994832,44.20526669,122.2830775,91.08837367,151.4785854,77.8715945,x,x,,HEART,PROT,HUMAN
FIBG_HUMAN,Fibrinogen gamma chain OS Homo sapiens GN FGG PE 1 SV 3,3,2,6.96,0.02701241,0.04357575,-1.91227467,0.669151517,10,1,Control,HCM,87.51847208,104.0905616,107.1401225,145.2691956,74.40509405,108.5409706,30.50749752,30.59528999,77.89371846,37.06987757,67.52169232,82.49275124,81.80461825,61.8525238,5.644345321,52.70390565,72.99623875,x,x,,HEART,PROT,HUMAN
DJC25_HUMAN,DnaJ homolog subfamily C member 25 OS Homo sapiens GN DNAJC25 PE 2 SV 1,2,2,13.8,0.027170992,0.04357575,-1.99830933,0.668097732,1,1,Control,HCM,1478.284849,2281.998207,670.610341,925.7703903,755.2955387,2052.054836,1083.83431,128.5130681,553.3959905,658.7158391,660.6414634,541.8274522,637.095637,604.0272434,1281.711216,606.3548014,733.8942052,x,x,,HEART,PROT,HUMAN
PTMS_HUMAN,Parathymosin OS Homo sapiens GN PTMS PE 1 SV 2,4,3,5.98,0.041648916,0.060592485,-3.33652808,0.587088514,1,1,Control,HCM,585.3101965,4729.002593,349.4054289,416.5533034,453.4622331,484.3485582,466.141231,291.1213439,356.6783985,407.9784542,452.4003437,266.9762745,276.7631436,346.4408188,285.9834458,298.9229054,406.8429901,x,x,x,HEART,PROT,HUMAN
ACS2L_HUMAN,Acetyl coenzyme A synthetase 2 like mitochondrial OS Homo sapiens GN ACSS1 PE 1 SV 2,2,1,13.02,0.042305703,0.06068113,-1.25528938,0.583981654,1;5,2,Control,HCM,127.6049039,97.55549317,129.7051545,127.1324155,105.052321,170.3364416,88.28334298,111.7500924,66.24077735,146.4349261,122.4330778,95.80835491,98.17972229,105.4093617,79.39812462,93.74616237,98.46923608,x,,,HEART,PROT,HUMAN
KAD1_HUMAN;KAD5_HUMAN,Adenylate kinase isoenzyme 1 OS Homo sapiens GN AK1 PE 1 SV 3,28,20,135.15,0.043604439,0.061675306,-1.29536845,0.577953209,1;3;4;5;6;7;8;9;10;11;12,11,Control,HCM,11269.37072,7690.370722,8491.961747,12390.77959,8289.3155,10566.02577,4879.271295,5654.200983,5518.04018,10756.66886,9291.771272,7437.933552,5808.701381,9809.834469,7020.161329,9566.793,7331.580298,x,,,HEART,PROT,HUMAN
KCC2D_HUMAN,Calcium calmodulin dependent protein kinase type II subunit delta OS Homo sapiens GN CAMK2D PE 1 SV,2,2,13.49,0.044357013,0.061880317,-1.42940756,0.574527615,4;5,2,Control,HCM,121.8045398,119.1354275,66.73148989,152.4073569,183.9089624,139.4877288,75.47891798,72.5270174,78.25190193,131.5594385,122.109013,111.6618714,78.69478739,94.80770992,49.56172581,69.59436144,120.6253401,x,,,HEART,PROT,HUMAN
PRAF3_HUMAN,PRA1 family protein 3 OS Homo sapiens GN ARL6IP5 PE 1 SV 1,1,1,6.93,0.045149441,0.062134635,-1.53909489,0.570972483,4,1,Control,HCM,109.5258892,136.5459898,83.74347384,113.9391646,113.5144784,80.95283373,71.60529608,58.56925596,82.81341254,55.36129927,110.9270744,87.22651711,76.34261912,80.1454385,74.2515638,13.80983737,49.18239302,x,x,,HEART,PROT,HUMAN
ARHL1_HUMAN,Protein ADP ribosylarginine hydrolase like protein 1 OS Homo sapiens GN ADPRHL1 PE 2 SV 1,5,4,34.33,0.047837598,0.064526115,-1.22173864,0.559289752,1;2;3;4;5,5,Control,HCM,1553.937453,2086.809882,1612.775858,2057.099184,2201.940644,1999.211664,1219.512531,1305.411553,1117.753617,2156.476001,1787.624345,1701.050399,1756.672433,1702.510576,1531.942412,1818.570726,1176.972207,x,,,HEART,PROT,HUMAN
GP158_HUMAN,Probable G protein coupled receptor 158 OS Homo sapiens GN GPR158 PE 1 SV 1,1,1,5.62,0.05416896,0.070070243,-1.26901177,0.533841274,2,1,Control,HCM,639.1154226,552.9480356,458.4624946,858.4539229,448.6639719,589.2588958,436.3045457,339.5721885,352.3887685,713.3186256,520.4696611,481.3657184,382.5700276,491.9131855,450.222917,537.2605783,418.8018899,,,,HEART,PROT,HUMAN
ODP2_HUMAN,Dihydrolipoyllysine residue acetyltransferase component of pyruvate dehydrogenase complex mitochond,15,9,81.29,0.055890371,0.071595045,-1.27834483,0.527369804,5;6;7;8;9;10,6,Control,HCM,3839.324627,3162.261044,2986.225161,3635.55827,4245.844562,3790.485054,2316.504975,1949.555441,1823.471042,3965.397017,4397.828913,2457.620921,2441.315559,2411.234132,3015.860794,4317.948076,1966.436945,,,,HEART,PROT,HUMAN
RS7_HUMAN,40S ribosomal protein S7 OS Homo sapiens GN RPS7 PE 1 SV 1,1,1,6.71,0.059595395,0.075407186,-1.25036098,0.51401778,10,1,Control,HCM,87.8828943,113.7207541,99.61146591,137.9253284,112.7405355,91.31261851,60.6060996,112.0880044,76.60198309,93.79106825,66.16701168,97.53337229,83.89503203,79.84674521,133.6253342,84.21548359,54.70812637,,,,HEART,PROT,HUMAN
SPB12_HUMAN,Serpin B12 OS Homo sapiens GN SERPINB12 PE 1 SV 1,1,1,6.42,0.062732949,0.07838829,-1.34041353,0.503278791,6,1,Control,HCM,947.1767194,555.3461051,761.3818903,1072.277324,636.8508618,1075.430865,448.451067,732.8753576,632.6999132,504.1849061,489.1036613,364.7570521,486.541642,588.8571943,926.9409368,829.043641,901.5159073,,,,HEART,PROT,HUMAN
TATD1_HUMAN,Putative deoxyribonuclease TATDN1 OS Homo sapiens GN TATDN1 PE 1 SV 2,1,1,6.32,0.068522247,0.082582493,-1.30763899,0.484684834,4,1,Control,HCM,407.0328553,348.1751676,295.1993489,385.14606,355.9520206,392.3640671,175.6351827,181.5009928,190.1733156,422.0630959,348.4280195,205.3812285,185.4778516,252.1155748,182.9768483,709.9231559,208.1490028,,,,HEART,PROT,HUMAN
AATC_HUMAN,Aspartate aminotransferase cytoplasmic OS Homo sapiens GN GOT1 PE 1 SV 3,81,62,477.89,0.070400594,0.084347166,-1.14257885,0.478962223,3;4;5;6;7;8;9;10;11,9,Control,HCM,45727.48417,35140.4227,42327.40514,46281.1783,41041.77927,44628.8259,32956.38927,42138.54491,28999.35474,38956.75602,35290.8803,33207.52883,28839.86128,39214.17345,45598.72218,43076.99212,41118.9526,,,,HEART,PROT,HUMAN
CX6B1_HUMAN,Cytochrome c oxidase subunit 6B1 OS Homo sapiens GN COX6B1 PE 1 SV 2,4,4,49.1,0.074037346,0.087672924,-1.25233561,0.468276203,4;5;6;7;8;9,6,Control,HCM,3549.833686,4706.328873,3530.975143,3018.500388,5049.326592,2866.132456,4051.977086,3666.68112,3382.211921,2248.415246,2908.510906,3699.851053,3482.120315,2122.686667,2701.404516,2883.970111,2114.297049,,,,HEART,PROT,HUMAN
MYOM2_HUMAN,Myomesin 2 OS Homo sapiens GN MYOM2 PE 2 SV 2,49,42,302.09,0.075393956,0.088763317,-1.17343417,0.464416032,1;2;3;4;5;6;7;8;9;10,10,Control,HCM,8641.196181,12168.75455,10720.12551,7982.373915,10404.04353,9351.184282,8191.527997,6457.381364,7959.969314,10511.68375,10452.36601,8655.115768,7399.297,8929.717818,7808.499696,9967.762641,6264.467332,,,,HEART,PROT,HUMAN
LDHB_HUMAN,L lactate dehydrogenase B chain OS Homo sapiens GN LDHB PE 1 SV 2,91,71,341.69,0.076910384,0.089348702,-1.11409417,0.46017822,1;2;3;4;5;6;7;8;9;10;11;12,12,Control,HCM,42960.37346,39691.62889,39114.74905,42249.93723,34937.38666,42204.39026,38851.26848,41063.33702,29708.07712,38394.03236,35223.14061,33837.11225,29409.15714,32848.04404,44913.83868,39184.77854,33413.24772,,,,HEART,PROT,HUMAN
ETFB_HUMAN,Electron transfer flavoprotein subunit beta OS Homo sapiens GN ETFB PE 1 SV 3,29,22,138.27,0.081461825,0.092692415,-1.15069389,0.447921368,1;2;3;4;5;6;7,7,Control,HCM,9851.612871,8157.97431,8232.64761,9899.297356,7526.778632,9441.273663,6987.791286,7744.001247,6718.839725,9137.199612,9094.085806,6691.487922,6503.835367,7750.267795,9251.920811,9176.751676,5560.216116,,,,HEART,PROT,HUMAN
K1C9_HUMAN,Keratin type I cytoskeletal 9 OS Homo sapiens GN KRT9 PE 1 SV 3,11,9,72.13,0.084262385,0.095346408,-1.30143105,0.440703197,5;10,2,Control,HCM,556.4519526,606.1686307,468.3388968,521.6279047,355.9038751,401.8063299,231.3496804,235.1450947,417.6803598,213.5680675,393.4441022,242.4925996,282.7699384,280.3093013,1274.542009,326.1342903,202.3173552,,,,HEART,PROT,HUMAN
GSTP1_HUMAN,Glutathione S transferase P OS Homo sapiens GN GSTP1 PE 1 SV 2,20,19,123.34,0.087160708,0.098081086,-1.10920677,0.433474686,4;5;6;7;8;9;10;11;12,9,Control,HCM,7984.347392,7401.9108,6819.308718,7880.855154,7374.097829,7296.156685,6966.912608,7106.526883,5069.856796,7343.391069,6180.995039,6400.927889,5954.265069,7256.282661,8379.357919,7447.765301,5869.021969,,,,HEART,PROT,HUMAN
1433G_HUMAN,14 3 3 protein gamma OS Homo sapiens GN YWHAG PE 1 SV 2,19,11,103.58,0.090937427,0.100926573,-1.26519054,0.424401462,1;2;3;4;8;9,6,Control,HCM,4864.471774,10085.29949,4063.662067,4728.013421,4301.334051,5872.170906,4682.11688,4563.511736,4302.106432,4722.041531,4796.688877,4153.967933,3865.250749,4167.886217,4762.371305,4804.583795,4324.176065,,,,HEART,PROT,HUMAN
TBA1C_HUMAN,Tubulin alpha 1C chain OS Homo sapiens GN TUBA1C PE 1 SV 1,21,1,122.14,0.097073506,0.105730967,-1.44743447,0.410428799,1;3;4;5;6;7;8;9;12,9,Control,HCM,11.96428786,23.06151546,16.19461759,10.78865145,23.6305898,12.62443115,12.18300241,7.357411211,14.24950845,3.590716666,13.02875301,23.95261485,5.381117732,27.97564648,3.524774604,5.556964784,7.661661566,,,,HEART,PROT,HUMAN
DHPR_HUMAN,Dihydropteridine reductase OS Homo sapiens GN QDPR PE 1 SV 2,1,1,12.96,0.099484048,0.105930001,-1.17784309,0.405180702,10,1,Control,HCM,136.2557535,116.8816303,115.8161761,102.7013203,122.1713857,135.7896289,81.49936479,75.24250314,99.749469,143.3657929,95.37305399,119.9947242,79.68174802,91.16296268,132.8974832,138.9994328,77.69333971,,,,HEART,PROT,HUMAN
KCRS_HUMAN,Creatine kinase S type mitochondrial OS Homo sapiens GN CKMT2 PE 1 SV 2,96,71,447.14,0.107462506,0.11167192,-1.15364434,0.388689264,1;3;4;5;6;7;8;9;10;11;12,11,Control,HCM,45556.63329,42644.67854,44406.29404,41214.8517,36750.46584,51825.49887,33423.55208,36885.6749,27474.27628,42886.76202,49860.35247,33352.28292,31758.54524,41090.14565,46471.88723,28284.00759,45507.38586,,,,HEART,PROT,HUMAN
STRBP_HUMAN,Spermatid perinuclear RNA binding protein OS Homo sapiens GN STRBP PE 1 SV 1,1,1,6.51,0.111020446,0.114783598,-1.66475085,0.381736902,8,1,Control,HCM,176.9784422,129.3987829,79.72283611,205.2912096,121.5540463,250.9904956,6.495677246,158.0553196,81.99191074,166.9497063,132.6315941,24.18423079,5.413200164,153.1603024,43.02492438,190.5330987,99.10967091,,x,,HEART,PROT,HUMAN
DHE3_HUMAN;DHE4_HUMAN,Glutamate dehydrogenase 1 mitochondrial OS Homo sapiens GN GLUD1 PE 1 SV 2,6,5,28.88,0.111735353,0.11493929,-1.36307911,0.380367869,4;5;6,3,Control,HCM,720.8390697,441.1933662,543.6584943,625.9185055,631.7151988,784.3180203,248.8357061,190.5858088,290.3571626,773.3741017,788.8754291,361.0801135,367.901217,602.6025013,119.0554229,655.3776364,642.512101,,,,HEART,PROT,HUMAN
GRHPR_HUMAN,Glyoxylate reductase hydroxypyruvate reductase OS Homo sapiens GN GRHPR PE 1 SV 1,2,2,12.61,0.112600371,0.115247055,-1.26279987,0.378723528,8;10,2,Control,HCM,248.7519887,175.9496855,255.7077051,253.0481247,180.5101343,222.0042281,76.85211585,125.5273937,134.0466851,232.2224636,223.6340595,122.7715925,230.8190204,272.12693,121.786726,185.8582928,213.9191835,,,,HEART,PROT,HUMAN
MYOM3_HUMAN,Myomesin 3 OS Homo sapiens GN MYOM3 PE 2 SV 1,1,1,6.01,0.119523396,0.121115566,-1.76186369,0.366021832,7,1,Control,HCM,47.70422708,57.42962497,39.56926066,28.26622403,60.10831198,41.50694529,21.04224351,18.17816057,22.54737572,38.97693584,31.57462202,23.79369462,20.54835108,66.07729209,0,42.98438696,0,,x,,HEART,PROT,HUMAN
K6PF_HUMAN;K6PL_HUMAN,6 phosphofructokinase muscle type OS Homo sapiens GN PFKM PE 1 SV 2,34,26,172.93,0.121884136,0.121691463,-1.13688333,0.361867478,4;5;6;7;8;9;10,7,Control,HCM,7306.395911,6686.219664,5630.820591,7150.570235,7116.494041,7574.142248,5169.889371,6440.198278,4423.136097,7047.059803,6682.676716,5082.366201,4612.541578,6233.32813,6527.810801,6353.290691,8293.41262,,,,HEART,PROT,HUMAN
NPY6R_HUMAN,Putative neuropeptide Y receptor type 6 OS Homo sapiens GN NPY6R PE 5 SV 1,1,1,5.87,0.131259358,0.127754416,-1.31888259,0.346178489,8,1,Control,HCM,34.92480173,44.47401144,33.95762427,56.63274273,33.56003794,34.79226642,30.82378833,28.76543632,24.01092886,28.07869712,32.79893501,42.14980791,44.26835643,27.52533175,7.123697659,31.40310616,34.36221526,,,,HEART,PROT,HUMAN
AFG32_HUMAN,AFG3 like protein 2 OS Homo sapiens GN AFG3L2 PE 1 SV 2,1,1,6.9,0.134347056,0.129684716,-3.73569394,0.341275009,8,1,Control,HCM,21.78220965,26.58302884,0,50.1880979,85.35635912,43.7438697,18.34547894,0,10.23476019,13.88750805,33.77647481,0,10.54065832,7.914186381,0,10.78270238,6.241749118,,x,x,HEART,PROT,HUMAN
MT1E_HUMAN;MT1G_HUMAN;MT1M_HUMAN;MT1X_HUMAN;MT2_HUMAN,Metallothionein 1E OS Homo sapiens GN MT1E PE 1 SV 1,1,1,8.35,0.135300329,0.129988846,-1.75347378,0.339785918,5;6,2,Control,HCM,77.62672517,82.31872468,94.96494697,104.7477345,204.7914834,59.79100836,45.93131231,0.935407622,40.10259799,90.97569587,138.951963,38.00437882,35.60251629,56.91634264,51.229922,103.4426952,50.57797388,,x,,HEART,PROT,HUMAN
NDUS8_HUMAN,NADH dehydrogenase ubiquinone iron sulfur protein 8 mitochondrial OS Homo sapiens GN NDUFS8 PE 1,1,1,6.63,0.13750151,0.130869002,-1.20896093,0.336390897,5,1,Control,HCM,355.5587751,367.3383492,434.6925615,373.1834636,398.0743437,486.3460223,415.8243352,214.3041012,260.0185782,204.8180701,419.5657278,359.9208392,266.5386262,521.8612671,195.7863427,269.184658,534.7067182,,,,HEART,PROT,HUMAN
