Protein IDs,Protein names,Gene names,TPA_WT1,TPA_WT2,TPA_WT3,TPA_WT4,TPA_ob1,TPA_ob2,TPA_ob3,TPA_ob4,Student's T-test Significant ob_lean,-Log Student's T-test p-value ob_lean,Student's T-test q-value ob_lean,Student's T-test Difference ob_lean,Student's T-test Test statistic ob_lean,Tissue,Ome,Species
Q67FY2-2;Q67FY2,B-cell CLL/lymphoma 9-like protein,Bcl9l,-19.76505852,-19.09003067,-19.04841614,-22.09072685,-21.81575394,-21.37957573,-20.10682869,-21.04109573,,0.648674355,0.363553056,-1.087255478,-1.203930809,LIVER,PROT,MOUSE
Q68FE6,Protein FAM65A,Fam65a,-19.22544098,-20.08322334,-20.00872421,-21.09382629,-19.50824928,-21.10901642,-20.4239521,-20.24537468,,0.167594299,0.806660993,-0.218844414,-0.361791651,LIVER,PROT,MOUSE
Q68FG1;A0A1Y7VMP7,,Mlh3,-17.23988914,-17.66970062,-17.03095245,-13.33914757,-16.96532059,-15.83408451,-18.50522804,-17.82105255,,0.359039913,0.580791131,-0.961498976,-0.765384133,LIVER,PROT,MOUSE
Q68FG2,,Sptbn2,-11.67043304,-11.3589592,-11.48185444,-11.35906124,-12.24583817,-12.2035799,-12.39362049,-12.12970543,+,3.813019182,0.013247312,-0.775609016,-4.035408793,LIVER,PROT,MOUSE
Q68FG3,Protein SPT2 homolog,Spty2d1,-20.04716682,-19.68080139,-19.17440033,-20.21468925,-21.10253143,-21.35570717,-20.25107765,-18.98324394,,0.506805794,0.47820176,-0.643875599,-0.943466073,LIVER,PROT,MOUSE
Q68FH4;Q8BUU7;B7ZCT4;B7ZCT3;D6RJ57;B7ZCT5,N-acetylgalactosamine kinase,Galk2,-15.89481926,-15.67743587,-15.47221565,-16.30383301,-15.68771648,-16.24297333,-15.25208282,-15.01479053,,0.38955734,0.628522225,0.287685156,0.679643383,LIVER,PROT,MOUSE
Q68FM6,Protein phosphatase 1 regulatory subunit 29,Elfn2,-16.70013046,-16.81505394,-16.73780632,-16.60458565,-15.848032,-15.89404583,-17.42131233,-16.6211319,,0.302118112,0.694389171,0.268263578,0.56748617,LIVER,PROT,MOUSE
Q69Z38;A0A087WQ01,Pseudopodium-enriched atypical kinase 1,Peak1,-21.1561985,-20.51060104,-21.14356804,-17.94951439,-17.37512207,-17.69356728,-18.28777695,-19.23876572,,1.24946351,0.132088,2.041162491,2.11521049,LIVER,PROT,MOUSE
Q69ZA1-2;A0A1Y7VLM0,Cyclin-dependent kinase 13,Cdk13,-21.13401413,-20.7255497,-20.50128365,-19.67920113,-19.71569061,-19.20859528,-20.22650528,-20.71658325,,0.569287995,0.452780608,0.543168545,0.993672759,LIVER,PROT,MOUSE
Q69ZA1;A0A1Y7VNQ1,Cyclin-dependent kinase 13,Cdk13,-17.86388779,-18.15602875,-17.77391434,-17.27965164,-16.0725441,-16.40338516,-16.20189667,-18.61784172,,0.73569173,0.329872375,0.944453716,1.295891919,LIVER,PROT,MOUSE
Q69ZB8-2;Q69ZB8,Zinc finger CCHC domain-containing protein 2,Zcchc2,-21.10851097,-22.21294785,-22.11141586,-20.49742508,-19.20608902,-20.4455986,-21.21528625,-22.43025589,,0.358638466,0.595281373,0.658267498,0.737700622,LIVER,PROT,MOUSE
Q69ZC8,GPALPP motifs-containing protein 1,Gpalpp1,-20.29100037,-18.30950546,-17.26053047,-19.86302185,-19.0449791,-18.72165298,-19.45210075,-19.51021957,,0.130321278,0.840649165,-0.251223564,-0.304537469,LIVER,PROT,MOUSE
Q69ZF3;B1AWI3,Non-lysosomal glucosylceramidase,Gba2,-17.72441673,-18.91185951,-18.39130402,-17.82677841,-19.37150002,-20.75896263,-21.8058033,-19.49087143,+,1.815878362,0.04981741,-2.143194675,-2.902634696,LIVER,PROT,MOUSE
Q69ZL1;Q69ZL1-2,FYVE. RhoGEF and PH domain-containing protein 6,Fgd6,-19.5091095,-19.07444763,-19.27211952,-18.6157074,-19.11103439,-17.8810215,-19.60212326,-20.40929222,,0.085753174,0.89759468,-0.133021832,-0.200891051,LIVER,PROT,MOUSE
Q69ZP3;Q69ZP3-3;Q69ZP3-4,Probable hydrolase PNKD,Pnkd,-15.45779514,-16.45303726,-16.07265282,-14.95636463,-16.68746758,-16.02713203,-15.6985321,-16.11775589,,0.460256994,0.553927092,-0.397759438,-0.812615755,LIVER,PROT,MOUSE
Q69ZQ1;A2ANN7,Uncharacterized family 31 glucosidase KIAA1161,Kiaa1161,-17.9659462,-17.74138641,-17.37792587,-17.00588226,-16.26789284,-16.76286316,-16.4991436,-17.65881729,,1.010027156,0.251729931,0.725605965,1.54305963,LIVER,PROT,MOUSE
Q69ZQ2;A0A0N4SUM8;A0A0N4SV90;A0A0N4SUJ7;A0A0N4SV52,Pre-mRNA-splicing factor ISY1 homolog,Isy1,-17.74326515,-17.64869308,-17.56746674,-17.41534996,-17.83722115,-18.44965935,-17.79004097,-18.14321709,,1.474540062,0.206150676,-0.461340904,-1.720828934,LIVER,PROT,MOUSE
Q69ZR9-2;Q69ZR9;A0A286YDQ5,Protein FAM208A,Fam208a,-20.13092232,-19.19381332,-18.36202431,-18.85800171,-18.56467247,-19.26707649,-22.38137817,-20.57719231,,0.53521247,0.430990354,-1.061389446,-1.042522323,LIVER,PROT,MOUSE
Q69ZS7;Q3TGM7;Q69ZS7-2;J3KMK0;Q69ZS7-3;A0A1W2P6V8;A0A1W2P833,HBS1-like protein,Hbs1l,-15.28660488,-14.89995766,-15.02200699,-15.0032692,-15.83259296,-15.22235489,-15.01996326,-15.30709362,,0.749625081,0.447851669,-0.292541504,-1.002650485,LIVER,PROT,MOUSE
Q69ZW3-2;Q69ZW3;Q5SS55,EH domain-binding protein 1,Ehbp1,-19.10420418,-17.7308979,-19.05316544,-18.23324776,-17.8895092,-17.41317368,-19.27672958,-21.12610626,,0.171111986,0.789477115,-0.396000862,-0.397170884,LIVER,PROT,MOUSE
Q69ZX8,Actin-binding LIM protein 3,Ablim3,-17.83049965,-17.76393509,-18.69692612,-19.04738426,-17.07530785,-20.21525192,-18.39409828,-18.04541206,,0.046849759,0.943099835,-0.097831249,-0.117903002,LIVER,PROT,MOUSE
Q6A009,E3 ubiquitin-protein ligase listerin,Ltn1,-14.86487198,-14.96224308,-14.44523716,-14.44866562,-15.84999847,-15.35924244,-14.90272045,-16.11211586,,1.571377706,0.117284211,-0.875764847,-2.186639107,LIVER,PROT,MOUSE
Q6A028,Switch-associated protein 70,Swap70,-15.56828499,-15.73585129,-14.97575855,-15.85884571,-15.60555649,-16.35979462,-15.66526222,-14.79585266,,0.068442026,0.922035785,-0.071931362,-0.151447502,LIVER,PROT,MOUSE
Q6A068;A0A1W2P7Z8;A0A1W2P7H4;A0A1W2P855;A0A1W2P6Q8;A0A1W2P7S8,Cell division cycle 5-like protein,Cdc5l,-13.85319805,-13.77738857,-13.78019238,-14.60784912,-14.26277161,-15.10191727,-14.48387051,-14.47009563,,1.106055784,0.249127001,-0.575006723,-1.548680762,LIVER,PROT,MOUSE
Q6A099;Q6DFZ1;H3BLN1,,Gbf1,-14.16658592,-14.17736816,-14.15543079,-14.12174988,-14.23088741,-14.48760414,-14.62517548,-14.92081547,,1.534175375,0.216601858,-0.410836935,-1.682262742,LIVER,PROT,MOUSE
Q6A0A2;Q6A0A2-2;Q6A0A2-3;A0A087WPU9,La-related protein 4B,Larp4b,-15.23524094,-15.2866621,-14.75832081,-14.40613842,-15.35652256,-14.33418941,-15.7120285,-15.46169567,,0.342572309,0.65988398,-0.294518471,-0.628908287,LIVER,PROT,MOUSE
Q6A0A9,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,-12.48542786,-12.07261181,-12.15964985,-12.27182198,-12.02864456,-12.90636253,-12.05534649,-12.50613403,,0.224406903,0.793556604,-0.126744032,-0.387849888,LIVER,PROT,MOUSE
Q6DFW4;A0A0A0MQ76;A0A087WSU5;A0A087WSL8;A0A087WQ46;A0A087WP00;A0A087WNW0,Nucleolar protein 58,Nop58,-13.36427212,-13.16165161,-13.01003742,-12.74631691,-13.0497942,-13.29760838,-13.64406109,-14.12701702,,0.864154706,0.345802662,-0.459050655,-1.249791369,LIVER,PROT,MOUSE
Q6DG52;D3Z553;D3YWJ4,Protein Churchill,Churc1;Fntb,-19.63335609,-18.31830978,-19.36324501,-20.0001049,-22.14313126,-21.17250633,-21.59609604,-19.60365105,,1.477783449,0.092375,-1.80009222,-2.385715182,LIVER,PROT,MOUSE
Q6DID3,Protein SCAF8,Scaf8,-18.68884468,-19.66393661,-18.58457184,-19.0899086,-19.0268116,-19.99712944,-22.64289856,-20.72214699,,1.021988753,0.198183288,-1.590431213,-1.760556911,LIVER,PROT,MOUSE
Q6DVA0,LEM domain-containing protein 2,Lemd2,-17.76067543,-17.89422226,-17.98453903,-18.31354141,-16.89530945,-17.0100174,-17.35880089,-18.3103447,,0.876971413,0.314286707,0.594626427,1.345326243,LIVER,PROT,MOUSE
Q6DYE8;Q91VZ7;A0A1W2P763;A0A1W2P751;A0A1W2P8G4,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3;Alkaline phosphodiesterase I;Nucleotide pyrophosphatase,Enpp3,-15.52395058,-15.86140251,-15.87108898,-15.70681858,-15.66894722,-15.67508602,-16.95836639,-16.60099602,,0.696312653,0.404182818,-0.485033751,-1.107517953,LIVER,PROT,MOUSE
Q6GQS1;F6X0P2;F7BBH5;F6XQ75;Q8BVN7-2;Q8BVN7,Calcium-binding mitochondrial carrier protein SCaMC-3,Slc25a23,-12.47917938,-12.24511051,-12.58608341,-13.55385685,-13.50794125,-12.8457613,-12.37438011,-12.10394001,,0.006397206,0.992928662,0.008051872,0.015440326,LIVER,PROT,MOUSE
Q6GQT6;A0A0G2JEV4;A0A0G2JFZ9,Sterol regulatory element-binding protein cleavage-activating protein,Scap,-17.51318741,-18.23433304,-17.4230938,-17.9472847,-19.40307808,-19.95246696,-18.23359489,-18.73732948,,1.669280035,0.081264402,-1.30214262,-2.496720032,LIVER,PROT,MOUSE
Q6GQT9,Nodal modulator 1,Nomo1,-12.02755451,-12.1096859,-11.86535549,-12.36633682,-12.237113,-11.63502884,-11.91574097,-11.97031593,,0.41840716,0.685567382,0.152683496,0.583359515,LIVER,PROT,MOUSE
Q6GQV1,Protein FAM196B,Fam196b,-22.15759277,-22.35109138,-21.81690788,-20.58128929,-19.23254204,-21.96214676,-22.90208244,-20.49660492,,0.264090742,0.688376601,0.578376293,0.578146938,LIVER,PROT,MOUSE
Q6GT24;D3Z0Y2;O08709;A0A0A6YXQ7,Peroxiredoxin-6,Prdx6,-8.894587517,-8.872057915,-8.912222862,-8.35623455,-8.372436523,-8.917778015,-9.097418785,-8.939223289,,0.132304523,0.875965015,-0.072938442,-0.237091669,LIVER,PROT,MOUSE
Q6GTM0;Q64112,Interferon-induced protein with tetratricopeptide repeats 2,Ifit2,-20.93172646,-21.03271484,-20.91160774,-18.7240696,-20.06708908,-20.05075836,-21.00819016,-21.26486969,,0.114310389,0.86325336,-0.197697163,-0.266394214,LIVER,PROT,MOUSE
Q6GV12,3-ketodihydrosphingosine reductase,Kdsr,-16.36074066,-16.64345741,-16.37738419,-16.03655624,-14.68925571,-14.39857197,-15.09989929,-14.8914299,+,3.737705934,0.008338028,1.584745407,5.384111774,LIVER,PROT,MOUSE
Q6IQX8,,Zfp219,-18.95230484,-20.26072502,-19.34441566,-18.69992065,-18.6523819,-19.22026825,-19.56329155,-19.7706356,,0.010154464,0.98853239,0.01269722,0.024394913,LIVER,PROT,MOUSE
Q6IRU2,Tropomyosin alpha-4 chain,Tpm4,-12.85214806,-12.80535984,-13.00054741,-13.00080776,-12.2080164,-12.61478901,-11.97168255,-12.45480633,,2.157833706,0.090989247,0.602392197,2.411297085,LIVER,PROT,MOUSE
Q6IRU5-2;Q6IRU5;F7BHJ0;Q6IRU5-3,Clathrin light chain B,Cltb,-11.99732971,-12.40565586,-12.91560745,-12.04728794,-11.49980354,-12.12073994,-11.54001141,-12.22588062,,0.877008862,0.332767726,0.494861364,1.286674272,LIVER,PROT,MOUSE
Q6IS41;A0A1Y7VL14,Solute carrier family 25 member 47,Slc25a47,-18.22685623,-18.24194717,-18.83477402,-17.95479393,-17.29497147,-18.41028214,-18.31695747,-17.87425613,,0.492799189,0.550072429,0.340476036,0.820082045,LIVER,PROT,MOUSE
Q6KAR6;A0A1Y7VKY4;A0A1Y7VP30,Exocyst complex component 3,Exoc3,-16.70936775,-17.17075157,-17.0711174,-15.82143879,-16.01980019,-16.42609596,-17.21842003,-17.25006676,,0.028134332,0.970199215,-0.035426855,-0.066623547,LIVER,PROT,MOUSE
Q6KCD5-2;Q6KCD5,Nipped-B-like protein,Nipbl,-17.85035133,-18.15042686,-18.07899475,-16.49563408,-17.06553078,-17.09365273,-18.05328751,-18.42195892,,0.00957828,0.988965634,-0.014755726,-0.02388741,LIVER,PROT,MOUSE
Q6LC96;P28700;E9Q9V9;P28705;A2AJP2;G3UZ09,Retinoic acid receptor RXR-alpha,Rxra,-15.19820881,-15.09803104,-15.10583878,-15.79802132,-16.48417473,-16.43067741,-16.4125309,-15.94040489,+,2.542604288,0.032963855,-1.016921997,-3.281450901,LIVER,PROT,MOUSE
Q6NS46,Protein RRP5 homolog,Pdcd11,-15.7808466,-15.84274006,-15.20074368,-15.7976923,-16.55662727,-16.70678902,-16.76052284,-16.41213989,+,2.847360976,0.023288256,-0.953514099,-3.515598407,LIVER,PROT,MOUSE
Q6NSP9;P52927,High mobility group protein HMGI-C,Hmga2,-20.41451836,-20.59145927,-21.5051384,-19.78121758,-20.16687202,-21.72747231,-21.41485023,-20.94320488,,0.446529924,0.545578499,-0.49001646,-0.827824216,LIVER,PROT,MOUSE
Q6NSQ7,Protein LTV1 homolog,Ltv1,-18.55034065,-17.85810471,-17.82843971,-18.17830658,-17.37261009,-18.98773766,-21.13602829,-17.8476162,,0.371942124,0.580360333,-0.732200146,-0.766685829,LIVER,PROT,MOUSE
Q6NSR8;F6T2H5,Probable aminopeptidase NPEPL1,Npepl1,-13.35027885,-13.62189388,-13.47088051,-15.04115582,-16.4116497,-17.2768116,-14.09383965,-13.25318718,,0.64762158,0.351745958,-1.387819767,-1.232011063,LIVER,PROT,MOUSE
Q6NT99,Dual specificity protein phosphatase 23,Dusp23,-16.12899208,-16.59449959,-15.46892738,-14.83526039,-15.13775063,-14.89217567,-15.49067593,-16.24677277,,0.267923851,0.707591619,0.315076113,0.539021183,LIVER,PROT,MOUSE
Q6NV83-3;Q6NV83-2;Q6NV83;A0A087WRG2;A0A087WR93;A0A087WQT2,U2 snRNP-associated SURP motif-containing protein,U2surp,-15.02853489,-14.90050888,-15.00831509,-15.5428896,-15.49271679,-15.66986465,-15.46426964,-15.33883667,,1.234343885,0.284358804,-0.371359825,-1.433325411,LIVER,PROT,MOUSE
Q6NVE8;Q6NVE8-2,WD repeat-containing protein 44,Wdr44,-18.29888535,-18.4937439,-18.33173752,-16.54981422,-16.8817749,-16.13373566,-17.86339378,-16.99261475,,0.818657092,0.296163904,0.950665474,1.399719659,LIVER,PROT,MOUSE
Q6NVE9;Q6NVE9-2,Protein phosphatase PTC7 homolog,Pptc7,-19.59592438,-19.39709854,-19.23041916,-18.37852287,-19.37033463,-21.48258591,-21.47480774,-20.04284859,,1.290798945,0.136719231,-1.442152977,-2.07928279,LIVER,PROT,MOUSE
Q6NVF4;D6RGT6,DNA helicase B,Helb,-19.51213837,-18.52183533,-18.85209846,-17.92473221,-18.10483932,-20.15476036,-19.62242699,-19.13531113,,0.45275439,0.530810957,-0.551633358,-0.85192881,LIVER,PROT,MOUSE
Q6NXH2,Glycoprotein endo-alpha-1.2-mannosidase,Manea,-22.12130165,-21.96835899,-21.58473778,-19.91997337,-20.52447891,-21.02204514,-20.52785873,-22.0312233,,0.245005349,0.71856216,0.372191429,0.518617199,LIVER,PROT,MOUSE
Q6NXI6-2;Q6NXI6;A0A0G2JFW6;A0A0G2JFN1,Regulation of nuclear pre-mRNA domain-containing protein 2,Rprd2,-17.29119301,-16.80739021,-16.84174347,-16.92638969,-17.28131485,-17.75142479,-17.7244854,-16.74100685,,0.768914768,0.397045981,-0.407878876,-1.127358788,LIVER,PROT,MOUSE
Q6NXJ0,Protein WWC2,Wwc2,-20.18570328,-20.08873749,-23.60760498,-18.20503426,-18.57916069,-18.66269684,-18.78178215,-22.29489136,,0.268861374,0.670707044,0.942137241,0.60997165,LIVER,PROT,MOUSE
Q6NXL1,,Sec24d,-13.05051613,-12.68600655,-12.51602936,-12.1474638,-12.42950058,-12.36128044,-12.3987608,-12.56416225,,0.362622399,0.701651957,0.16157794,0.552019013,LIVER,PROT,MOUSE
Q6NXN1;A2AA85;Q6NXN1-2,SUZ domain-containing protein 1,Szrd1,-15.64587021,-16.06784821,-16.01941681,-14.27453995,-14.76554394,-15.28132057,-15.94075012,-15.89124584,,0.021768202,0.974501439,0.032203674,0.053332084,LIVER,PROT,MOUSE
Q6NZB0;A2ALF3;A2ALF0;F6TQL3;F6QIL6;F7CXJ2;E9PZT4;D3Z4I5,DnaJ homolog subfamily C member 8,Dnajc8,-14.96870518,-15.34583092,-15.08481503,-14.10165787,-14.06466579,-14.08299541,-14.64378262,-14.79092121,,0.710085352,0.40158159,0.479660988,1.118499396,LIVER,PROT,MOUSE
Q6NZD2;Q9WV80;D3YWH1,Sorting nexin-1,Snx1,-14.52147865,-13.87245083,-13.84893799,-14.19388676,-14.67509365,-15.5432272,-15.51198292,-15.01889038,+,2.203970289,0.046967742,-1.07810998,-2.978172533,LIVER,PROT,MOUSE
Q6NZF1;A0A0A6YXN6;A0A0A6YWW2;A0A0A6YXI9;A0A0A6YX41;A0A0A6YX93,Zinc finger CCCH domain-containing protein 11A,Zc3h11a,-15.65541458,-15.56760597,-15.75844097,-15.27073669,-15.67347145,-16.02026939,-16.52342796,-16.40172195,,1.445400863,0.180893871,-0.591673136,-1.851161439,LIVER,PROT,MOUSE
Q6NZL1;A0A0G2JG93,,Dhx37,-20.86396217,-21.05832291,-20.09350777,-18.46486282,-19.91381836,-19.27636337,-18.68894768,-20.89154053,,0.227827631,0.728675129,0.427496433,0.499970746,LIVER,PROT,MOUSE
Q6NZM8;Q60967,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,Papss1,-12.98294449,-13.04750824,-13.08882809,-12.25423622,-13.36695004,-13.39831638,-13.31471539,-13.83525372,,1.476728134,0.168989491,-0.635429621,-1.918555691,LIVER,PROT,MOUSE
Q6NZM9;A0A087WSF0,Histone deacetylase 4,Hdac4,-24.03518677,-22.42300606,-21.03193283,-20.12498474,-20.0443325,-20.34919548,-21.8828373,-19.91339111,,0.677412824,0.338473747,1.356338501,1.271510354,LIVER,PROT,MOUSE
Q6NZQ2,,Ddx31,-20.56648254,-20.52588844,-20.06853485,-18.77355385,-20.1355629,-19.41175461,-21.08127785,-20.86446953,,0.287276243,0.683880404,-0.389651299,-0.586063806,LIVER,PROT,MOUSE
Q6NZR5;G3UYT1,,Skiv2l,-15.1477766,-15.51718235,-14.71303177,-14.79022121,-14.08233738,-15.05225945,-14.86280727,-15.57443142,,0.159096105,0.829056669,0.149094105,0.324020015,LIVER,PROT,MOUSE
Q6P069-2;Q6P069,Sorcin,Sri,-14.44926548,-14.73300362,-14.22811317,-13.67721462,-13.21829891,-13.88160229,-14.25080776,-14.30864716,,0.483237367,0.549985224,0.357060194,0.819149599,LIVER,PROT,MOUSE
Q6P1B9;O08539-2;O08539,Myc box-dependent-interacting protein 1,Bin1,-15.2188406,-15.10870552,-15.31397057,-15.28584385,-15.27977657,-15.67667198,-15.22729969,-15.40284729,,0.731718347,0.568652707,-0.16480875,-0.783980578,LIVER,PROT,MOUSE
Q6P1E1-2;Q6P1E1,Zinc finger MIZ domain-containing protein 1,Zmiz1,-18.95850182,-18.57936287,-18.51552963,-20.3360157,-21.33010101,-18.29071617,-18.98833656,-18.43797302,,0.071448159,0.90781821,-0.164429188,-0.178080105,LIVER,PROT,MOUSE
Q6P1F6;Q9CWU3;Q6ZWR4-3;Q6ZWR4;Q6ZWR4-2;Q8BG02;A0A286YDJ9,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B,Ppp2r2a,-15.23915291,-15.27280903,-15.36706829,-14.94307518,-14.65343094,-15.2166748,-15.23261642,-15.11730003,,0.403841736,0.693409072,0.150520802,0.569766845,LIVER,PROT,MOUSE
Q6P1G0,HEAT repeat-containing protein 6,Heatr6,-18.0139389,-19.55980873,-17.85088348,-16.96083069,-17.52090645,-18.47445679,-18.44657898,-18.37685204,,0.065743194,0.918991705,-0.108333111,-0.15782362,LIVER,PROT,MOUSE
Q6P1H6;Q6P1H6-2;Q6P1H6-3;Q6P1H6-4,Ankyrin repeat and LEM domain-containing protein 2,Ankle2,-16.54227638,-16.61382294,-17.07274055,-16.58840179,-16.05614281,-17.02396965,-17.23617744,-17.11197281,,0.203485495,0.795452441,-0.15275526,-0.384346664,LIVER,PROT,MOUSE
Q6P1Y9;Q8R3S6;Q5PPR2;G3UVW9,Exocyst complex component 1,Exoc1,-15.95320797,-16.19595909,-16.5783577,-17.20217514,-16.414217,-16.69385147,-15.97747517,-16.53250694,,0.090746885,0.903463277,0.077912331,0.188874934,LIVER,PROT,MOUSE
Q6P2B1;Q6P2B1-2;F6TDZ2;Q6P2B1-3;A0A0U1RQ41;Q8K368,Transportin-3,Tnpo3,-15.76065826,-16.03826523,-15.80772018,-15.29942226,-16.00157928,-15.76450825,-16.18253899,-15.97558594,,0.698707102,0.491903504,-0.254536629,-0.919414535,LIVER,PROT,MOUSE
Q6P3A8-2;Q6P3A8,2-oxoisovalerate dehydrogenase subunit beta. mitochondrial,Bckdhb,-12.26230812,-12.01878738,-12.05216885,-13.59951782,-13.35451317,-13.40352535,-13.11890316,-12.18594837,,0.52105733,0.484125436,-0.53252697,-0.932813153,LIVER,PROT,MOUSE
Q6P3B9,Putative ribosome-binding factor A. mitochondrial,Rbfa,-14.04659462,-14.92076206,-15.08912277,-14.85826683,-18.42878532,-17.39697456,-18.82218742,-14.78642082,,1.508813863,0.077981538,-2.629905462,-2.534095839,LIVER,PROT,MOUSE
Q6P3E7;D3Z7T4,Histone deacetylase 10,Hdac10,-21.41602516,-19.53047371,-20.20469856,-19.36618614,-20.95718956,-20.59740639,-23.23512077,-21.98464966,,1.080435298,0.18358884,-1.564245701,-1.83344677,LIVER,PROT,MOUSE
Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase,Snrnp200,-13.19069481,-13.03200626,-12.87683964,-13.50816345,-13.48666286,-13.75247765,-13.53268337,-13.44304848,,1.421868838,0.236817568,-0.401792049,-1.598060988,LIVER,PROT,MOUSE
Q6P4T3;A2A953;P97480-2;P97480,Eyes absent homolog;Eyes absent homolog 3,Eya3,-20.61378288,-21.35028458,-21.51370049,-18.58784294,-19.32007599,-20.07616615,-20.69431305,-23.19787598,,0.104652721,0.865041213,-0.30570507,-0.259965191,LIVER,PROT,MOUSE
Q6P542,ATP-binding cassette sub-family F member 1,Abcf1,-13.41226101,-13.82409382,-13.55650806,-13.31448746,-13.44635391,-12.86553288,-13.25852108,-13.97512436,,0.219831512,0.790733419,0.140454531,0.394738049,LIVER,PROT,MOUSE
Q6P572;Q9Z2D1;B8JJF3,Myotubularin-related protein 2,Mtmr2,-20.5230217,-19.53618813,-20.43697357,-20.26397896,-19.78750992,-19.96286774,-18.7196846,-19.58713722,,0.974168886,0.270078235,0.675740719,1.483188015,LIVER,PROT,MOUSE
Q6P5B0,RRP12-like protein,Rrp12,-17.06761742,-17.14802551,-16.85764122,-18.13053322,-16.9119072,-18.0284214,-18.25461578,-17.03473663,,0.23349925,0.744742004,-0.256465912,-0.471873268,LIVER,PROT,MOUSE
Q6P5B5;Q9WVR4,Fragile X mental retardation syndrome-related protein 2,Fxr2,-17.01041985,-17.05256271,-17.11521721,-15.887393,-16.42655373,-16.77261734,-17.25029755,-17.05857849,,0.119843838,0.870256662,-0.110613585,-0.24900414,LIVER,PROT,MOUSE
Q6P5C5,Single-strand selective monofunctional uracil DNA glycosylase,Smug1,-19.07346725,-18.31801796,-18.54709244,-18.61263275,-18.88207054,-18.80324936,-19.14604378,-19.04086494,,0.958676671,0.366142964,-0.330254555,-1.195804261,LIVER,PROT,MOUSE
Q6P5D3-2;Q6P5D3;Q6P5D3-3;Q6P5D3-5;Q6P5D3-4,Putative ATP-dependent RNA helicase DHX57,Dhx57,-22.08686256,-20.9903698,-22.84383774,-21.42930984,-19.6402359,-19.39489937,-20.51907921,-21.58777428,,1.28760924,0.132941406,1.552097797,2.096699333,LIVER,PROT,MOUSE
Q6P5D8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,Smchd1,-17.15256691,-17.73934937,-17.37304878,-16.83701515,-17.39380074,-16.93634415,-17.59475708,-17.66958046,,0.192782408,0.813792642,-0.123125553,-0.350511178,LIVER,PROT,MOUSE
Q6P5E4;G3UYG7;G3UZU8;G3UY73;G3UY35;E9Q4X2;G3UXP5,UDP-glucose:glycoprotein glucosyltransferase 1,Uggt1,-12.00160599,-11.51243401,-11.57298279,-11.80887032,-12.47681713,-12.54321575,-12.71127701,-12.14763355,,2.419617783,0.053141717,-0.745762587,-2.834090639,LIVER,PROT,MOUSE
Q6P5E6;Q6P5E6-2;A2A9W5,ADP-ribosylation factor-binding protein GGA2,Gga2,-19.2852211,-17.95908165,-20.18715286,-18.70856667,-15.56392479,-10.25924015,-18.15808678,-18.54259682,,0.872663144,0.224790006,3.404043436,1.647713178,LIVER,PROT,MOUSE
Q6P5E8,Diacylglycerol kinase theta,Dgkq,-20.46460915,-20.53667259,-19.55478859,-20.21881866,-20.47841263,-21.63512993,-20.59193611,-21.44919014,,1.206362152,0.192291221,-0.844944954,-1.799994726,LIVER,PROT,MOUSE
Q6P5F9;F6YA11;A2AKT6,Exportin-1,Xpo1,-14.03171635,-13.94423866,-13.92722702,-14.11250114,-12.75166988,-14.19608402,-14.06479454,-14.33013916,,0.17815427,0.808146627,0.168248892,0.359604463,LIVER,PROT,MOUSE
Q6P5H2-2;Q6P5H2,Nestin,Nes,-19.15955544,-23.26910019,-19.69731331,-18.12057114,-18.43213272,-19.23875809,-19.05410004,-18.41751671,,0.515666347,0.436101684,1.276008129,1.030720116,LIVER,PROT,MOUSE
Q6P6I6-2;Q6P6I6,DNA-directed RNA polymerase II subunit GRINL1A,Polr2m,-21.23079681,-20.84396553,-22.21389198,-18.88287926,-21.58328629,-21.64312363,-20.06481934,-20.74740601,,0.100267211,0.872483667,-0.216775417,-0.242644075,LIVER,PROT,MOUSE
Q6P6I8;E0CYM8;P97797-2;E0CX65;A0A0R4J1Z7;P97797;E9QPT7;P97797-3,Tyrosine-protein phosphatase non-receptor type substrate 1,Sirpa,-18.83975983,-20.09713364,-19.17409325,-18.00175858,-17.97597313,-21.1608963,-18.9018116,-17.58922195,,0.046536265,0.942534516,0.121210575,0.120014708,LIVER,PROT,MOUSE
