Uniprot ID,Entry name,Gene name,Protein name,SWATH_T2D,SWATH_IGT,SWATH_IFG,SWATH_NGT,ANOVA_p-value,ANOVA_q-value,Tissue,Ome,Species
P24844,MYL9_HUMAN,MYL9,Myosin regulatory light polypeptide 9,1.01E+05,1.70E+05,1.44E+05,1.51E+05,2.55E-03,1.72E-02,SKM-VL,PROT,HUMAN
Q9H1R3,MYLK2_HUMAN,MYLK2,"Myosin light chain kinase 2, skeletal/cardiac muscle",8.39E+05,1.14E+06,9.27E+05,1.01E+06,9.03E-02,2.07E-01,SKM-VL,PROT,HUMAN
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,1.90E+05,2.04E+05,1.62E+05,2.08E+05,2.23E-02,8.06E-02,SKM-VL,PROT,HUMAN
P52179,MYOM1_HUMAN,MYOM1,Myomesin-1,1.71E+07,1.68E+07,1.71E+07,1.75E+07,4.06E-01,5.70E-01,SKM-VL,PROT,HUMAN
P54296,MYOM2_HUMAN,MYOM2,Myomesin-2,4.47E+07,4.05E+07,4.34E+07,4.04E+07,1.34E-02,5.70E-02,SKM-VL,PROT,HUMAN
Q5VTT5,MYOM3_HUMAN,MYOM3,Myomesin-3,5.95E+06,6.38E+06,6.72E+06,6.83E+06,1.20E-01,2.53E-01,SKM-VL,PROT,HUMAN
Q6NSJ0,MYORG_HUMAN,MYORG,Myogenesis-regulating glycosidase,1.02E+04,1.05E+04,5.29E+03,9.16E+03,1.50E-01,2.93E-01,SKM-VL,PROT,HUMAN
Q9UBF9,MYOTI_HUMAN,MYOT,Myotilin,1.16E+07,1.11E+07,1.08E+07,1.05E+07,3.48E-01,5.21E-01,SKM-VL,PROT,HUMAN
Q9NP98,MYOZ1_HUMAN,MYOZ1,Myozenin-1,2.47E+07,2.48E+07,2.39E+07,2.34E+07,4.25E-01,5.83E-01,SKM-VL,PROT,HUMAN
Q9NPC6,MYOZ2_HUMAN,MYOZ2,Myozenin-2,1.72E+06,1.81E+06,1.79E+06,1.83E+06,8.97E-01,9.36E-01,SKM-VL,PROT,HUMAN
Q8TDC0,MYOZ3_HUMAN,MYOZ3,Myozenin-3,7.58E+05,8.64E+05,8.26E+05,9.36E+05,1.75E-02,6.91E-02,SKM-VL,PROT,HUMAN
P25189,MYP0_HUMAN,MPZ,Myelin protein P0,3.66E+05,3.01E+05,3.38E+05,3.93E+05,8.88E-01,9.29E-01,SKM-VL,PROT,HUMAN
Q00872,MYPC1_HUMAN,MYBPC1,"Myosin-binding protein C, slow-type",6.62E+07,5.90E+07,6.80E+07,6.51E+07,2.99E-02,9.70E-02,SKM-VL,PROT,HUMAN
Q14324,MYPC2_HUMAN,MYBPC2,"Myosin-binding protein C, fast-type",2.03E+07,2.42E+07,1.87E+07,1.67E+07,4.33E-03,2.60E-02,SKM-VL,PROT,HUMAN
Q86TC9,MYPN_HUMAN,MYPN,Myopalladin,9.81E+05,1.30E+06,1.06E+06,1.11E+06,2.70E-02,9.02E-02,SKM-VL,PROT,HUMAN
O14974,MYPT1_HUMAN,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,2.52E+04,4.16E+04,2.90E+04,4.39E+04,2.82E-01,4.55E-01,SKM-VL,PROT,HUMAN
O60237,MYPT2_HUMAN,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B,9.45E+04,8.99E+04,6.69E+04,8.93E+04,3.29E-01,5.04E-01,SKM-VL,PROT,HUMAN
Q9GZZ1,NAA50_HUMAN,NAA50,N-alpha-acetyltransferase 50,3.12E+04,1.57E+04,2.56E+04,2.55E+04,6.42E-02,1.66E-01,SKM-VL,PROT,HUMAN
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",1.61E+06,2.02E+06,1.66E+06,1.93E+06,5.43E-03,3.11E-02,SKM-VL,PROT,HUMAN
Q9UJ70,NAGK_HUMAN,NAGK,N-acetyl-D-glucosamine kinase,2.33E+04,2.26E+04,1.62E+04,2.20E+04,5.85E-01,7.13E-01,SKM-VL,PROT,HUMAN
P43490,NAMPT_HUMAN,NAMPT,Nicotinamide phosphoribosyltransferase,6.84E+05,4.62E+05,6.36E+05,6.77E+05,2.16E-01,3.80E-01,SKM-VL,PROT,HUMAN
Q13508,NAR3_HUMAN,ART3,Ecto-ADP-ribosyltransferase 3,7.37E+04,7.88E+04,9.07E+04,1.17E+05,4.31E-02,1.24E-01,SKM-VL,PROT,HUMAN
Q9UHQ9,NB5R1_HUMAN,CYB5R1,NADH-cytochrome b5 reductase 1,3.03E+06,3.16E+06,3.15E+06,3.44E+06,2.78E-02,9.20E-02,SKM-VL,PROT,HUMAN
P00387,NB5R3_HUMAN,CYB5R3,NADH-cytochrome b5 reductase 3,1.11E+06,1.15E+06,1.12E+06,1.18E+06,6.38E-01,7.54E-01,SKM-VL,PROT,HUMAN
A2RRP1,NBAS_HUMAN,NBAS,Neuroblastoma-amplified sequence,6.49E+03,9.92E+03,7.93E+03,1.30E+04,9.89E-03,4.61E-02,SKM-VL,PROT,HUMAN
Q6PIU2,NCEH1_HUMAN,NCEH1,Neutral cholesterol ester hydrolase 1,2.13E+04,3.40E+04,2.80E+04,3.16E+04,1.60E-01,3.06E-01,SKM-VL,PROT,HUMAN
P15531,NDKA_HUMAN,NME1,Nucleoside diphosphate kinase A,7.92E+03,1.49E+04,1.36E+04,1.60E+04,1.56E-01,3.01E-01,SKM-VL,PROT,HUMAN
P22392,NDKB_HUMAN,NME2,Nucleoside diphosphate kinase B,2.29E+05,3.25E+05,2.40E+05,2.57E+05,1.41E-01,2.83E-01,SKM-VL,PROT,HUMAN
Q9UN36,NDRG2_HUMAN,NDRG2,Protein NDRG2,1.06E+06,1.40E+06,1.08E+06,1.23E+06,4.08E-03,2.51E-02,SKM-VL,PROT,HUMAN
O15239,NDUA1_HUMAN,NDUFA1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,2.57E+04,2.33E+04,3.49E+04,4.51E+04,1.98E-02,7.49E-02,SKM-VL,PROT,HUMAN
O43678,NDUA2_HUMAN,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,8.14E+05,9.14E+05,9.87E+05,1.23E+06,2.42E-10,2.45E-07,SKM-VL,PROT,HUMAN
O95167,NDUA3_HUMAN,NDUFA3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,1.72E+04,2.53E+04,2.41E+04,2.36E+04,2.74E-01,4.49E-01,SKM-VL,PROT,HUMAN
O00483,NDUA4_HUMAN,NDUFA4,Cytochrome c oxidase subunit NDUFA4,1.53E+06,1.41E+06,1.58E+06,1.95E+06,7.03E-05,1.21E-03,SKM-VL,PROT,HUMAN
Q16718,NDUA5_HUMAN,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,8.87E+05,9.15E+05,9.84E+05,1.22E+06,7.55E-07,3.73E-05,SKM-VL,PROT,HUMAN
P56556,NDUA6_HUMAN,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,7.36E+05,9.02E+05,9.34E+05,1.13E+06,7.47E-06,2.16E-04,SKM-VL,PROT,HUMAN
O95182,NDUA7_HUMAN,NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,2.08E+05,2.39E+05,2.07E+05,2.48E+05,1.44E-01,2.86E-01,SKM-VL,PROT,HUMAN
P51970,NDUA8_HUMAN,NDUFA8,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,2.12E+06,2.12E+06,2.31E+06,2.71E+06,1.94E-06,7.41E-05,SKM-VL,PROT,HUMAN
Q16795,NDUA9_HUMAN,NDUFA9,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",2.51E+06,2.70E+06,2.86E+06,3.62E+06,5.14E-09,1.49E-06,SKM-VL,PROT,HUMAN
O95299,NDUAA_HUMAN,NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",1.22E+06,1.36E+06,1.45E+06,1.69E+06,5.05E-08,6.82E-06,SKM-VL,PROT,HUMAN
Q86Y39,NDUAB_HUMAN,NDUFA11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,4.83E+05,5.86E+05,5.84E+05,6.33E+05,1.04E-01,2.28E-01,SKM-VL,PROT,HUMAN
Q9UI09,NDUAC_HUMAN,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,1.90E+05,2.03E+05,1.84E+05,2.46E+05,5.13E-02,1.41E-01,SKM-VL,PROT,HUMAN
Q9P0J0,NDUAD_HUMAN,NDUFA13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,1.05E+06,1.13E+06,1.18E+06,1.39E+06,1.83E-05,4.09E-04,SKM-VL,PROT,HUMAN
O75438,NDUB1_HUMAN,NDUFB1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,5.60E+05,6.54E+05,6.79E+05,8.66E+05,2.77E-07,1.65E-05,SKM-VL,PROT,HUMAN
O95178,NDUB2_HUMAN,NDUFB2,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",3.58E+04,3.76E+04,3.76E+04,4.94E+04,1.60E-01,3.06E-01,SKM-VL,PROT,HUMAN
O43676,NDUB3_HUMAN,NDUFB3,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,3.38E+05,3.94E+05,4.10E+05,4.86E+05,1.54E-07,1.04E-05,SKM-VL,PROT,HUMAN
O95168,NDUB4_HUMAN,NDUFB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,1.14E+05,1.40E+05,1.37E+05,1.77E+05,4.38E-02,1.26E-01,SKM-VL,PROT,HUMAN
O43674,NDUB5_HUMAN,NDUFB5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",5.75E+05,5.53E+05,6.97E+05,7.48E+05,4.84E-03,2.84E-02,SKM-VL,PROT,HUMAN
O95139,NDUB6_HUMAN,NDUFB6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,2.29E+05,2.02E+05,2.05E+05,2.78E+05,8.44E-02,1.98E-01,SKM-VL,PROT,HUMAN
P17568,NDUB7_HUMAN,NDUFB7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,1.60E+05,2.02E+05,1.84E+05,2.45E+05,7.52E-04,7.08E-03,SKM-VL,PROT,HUMAN
O95169,NDUB8_HUMAN,NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",8.68E+05,8.82E+05,1.00E+06,1.18E+06,2.55E-04,3.12E-03,SKM-VL,PROT,HUMAN
Q9Y6M9,NDUB9_HUMAN,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,1.08E+06,1.19E+06,1.18E+06,1.53E+06,5.95E-08,7.46E-06,SKM-VL,PROT,HUMAN
O96000,NDUBA_HUMAN,NDUFB10,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,7.44E+05,7.49E+05,8.16E+05,9.77E+05,1.16E-05,2.97E-04,SKM-VL,PROT,HUMAN
Q9NX14,NDUBB_HUMAN,NDUFB11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",4.45E+05,5.96E+05,3.47E+05,4.97E+05,8.45E-02,1.98E-01,SKM-VL,PROT,HUMAN
O95298,NDUC2_HUMAN,NDUFC2,NADH dehydrogenase [ubiquinone] 1 subunit C2,2.98E+05,3.48E+05,3.72E+05,4.42E+05,3.48E-06,1.20E-04,SKM-VL,PROT,HUMAN
Q9P032,NDUF4_HUMAN,NDUFAF4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,9.83E+03,8.57E+03,7.63E+03,1.14E+04,1.24E-01,2.59E-01,SKM-VL,PROT,HUMAN
Q330K2,NDUF6_HUMAN,NDUFAF6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",1.79E+04,2.95E+04,2.63E+04,5.01E+04,4.09E-04,4.50E-03,SKM-VL,PROT,HUMAN
Q7L592,NDUF7_HUMAN,NDUFAF7,"Protein arginine methyltransferase NDUFAF7, mitochondrial",2.56E+05,1.78E+05,2.76E+05,1.67E+05,3.61E-01,5.31E-01,SKM-VL,PROT,HUMAN
P28331,NDUS1_HUMAN,NDUFS1,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",5.96E+06,6.46E+06,6.72E+06,8.07E+06,2.63E-09,1.21E-06,SKM-VL,PROT,HUMAN
O75306,NDUS2_HUMAN,NDUFS2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",1.21E+06,1.23E+06,1.44E+06,1.57E+06,3.80E-06,1.28E-04,SKM-VL,PROT,HUMAN
O75489,NDUS3_HUMAN,NDUFS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",2.09E+06,2.26E+06,2.28E+06,2.83E+06,1.15E-08,2.59E-06,SKM-VL,PROT,HUMAN
O43181,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",4.55E+05,5.24E+05,5.03E+05,6.43E+05,3.72E-03,2.36E-02,SKM-VL,PROT,HUMAN
O43920,NDUS5_HUMAN,NDUFS5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,4.41E+05,4.54E+05,5.33E+05,6.57E+05,2.72E-07,1.65E-05,SKM-VL,PROT,HUMAN
O75380,NDUS6_HUMAN,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",6.16E+05,6.32E+05,6.84E+05,7.80E+05,4.45E-04,4.85E-03,SKM-VL,PROT,HUMAN
O75251,NDUS7_HUMAN,NDUFS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",1.24E+05,1.79E+05,2.30E+05,2.31E+05,4.74E-02,1.34E-01,SKM-VL,PROT,HUMAN
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",1.27E+06,1.33E+06,1.46E+06,1.81E+06,9.51E-05,1.50E-03,SKM-VL,PROT,HUMAN
P49821,NDUV1_HUMAN,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",2.79E+06,3.08E+06,3.01E+06,3.67E+06,1.38E-07,1.03E-05,SKM-VL,PROT,HUMAN
P19404,NDUV2_HUMAN,NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",8.04E+05,1.04E+06,1.18E+06,1.35E+06,2.54E-04,3.12E-03,SKM-VL,PROT,HUMAN
P56181,NDUV3_HUMAN,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",1.99E+05,2.21E+05,2.72E+05,3.08E+05,8.92E-06,2.51E-04,SKM-VL,PROT,HUMAN
P20929,NEBU_HUMAN,NEB,Nebulin,2.79E+07,2.89E+07,2.94E+07,2.82E+07,2.95E-01,4.67E-01,SKM-VL,PROT,HUMAN
Q15843,NEDD8_HUMAN,NEDD8,NEDD8,7.14E+04,1.17E+05,1.12E+05,1.23E+05,1.12E-07,9.19E-06,SKM-VL,PROT,HUMAN
Q96PY6,NEK1_HUMAN,NEK1,Serine/threonine-protein kinase Nek1,3.92E+04,7.54E+04,4.28E+04,8.50E+04,1.06E-01,2.31E-01,SKM-VL,PROT,HUMAN
Q8TDX7,NEK7_HUMAN,NEK7,Serine/threonine-protein kinase Nek7,1.11E+05,1.10E+05,1.16E+05,1.19E+05,8.74E-01,9.19E-01,SKM-VL,PROT,HUMAN
P08473,NEP_HUMAN,MME,Neprilysin,1.51E+04,1.98E+04,1.49E+04,1.69E+04,8.14E-01,8.79E-01,SKM-VL,PROT,HUMAN
P48681,NEST_HUMAN,NES,Nestin,2.65E+05,4.73E+05,2.68E+05,3.91E+05,2.69E-04,3.26E-03,SKM-VL,PROT,HUMAN
Q9HB63,NET4_HUMAN,NTN4,Netrin-4,1.07E+04,8.99E+03,2.27E+04,1.40E+04,4.56E-01,6.09E-01,SKM-VL,PROT,HUMAN
Q8NFW8,NEUA_HUMAN,CMAS,N-acylneuraminate cytidylyltransferase,9.53E+03,6.84E+03,1.01E+04,9.69E+03,7.12E-01,8.08E-01,SKM-VL,PROT,HUMAN
Q9BYT8,NEUL_HUMAN,NLN,"Neurolysin, mitochondrial",7.80E+04,1.09E+05,9.62E+04,1.06E+05,7.32E-02,1.80E-01,SKM-VL,PROT,HUMAN
Q0ZGT2,NEXN_HUMAN,NEXN,Nexilin,1.85E+05,1.94E+05,2.02E+05,2.15E+05,5.68E-01,7.00E-01,SKM-VL,PROT,HUMAN
Q14938,NFIX_HUMAN,NFIX,Nuclear factor 1 X-type,6.32E+03,8.55E+03,8.40E+03,6.69E+03,4.79E-01,6.28E-01,SKM-VL,PROT,HUMAN
Q9UMS0,NFU1_HUMAN,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",4.16E+04,1.04E+05,4.88E+04,4.01E+04,1.17E-02,5.16E-02,SKM-VL,PROT,HUMAN
P55769,NH2L1_HUMAN,SNU13,NHP2-like protein 1,3.69E+04,4.89E+04,2.78E+04,5.98E+04,9.01E-03,4.36E-02,SKM-VL,PROT,HUMAN
Q8NBF2,NHLC2_HUMAN,NHLRC2,NHL repeat-containing protein 2,1.98E+04,2.75E+04,2.36E+04,2.49E+04,1.99E-01,3.56E-01,SKM-VL,PROT,HUMAN
Q15599,NHRF2_HUMAN,SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,1.61E+05,4.62E+04,9.61E+04,8.53E+04,3.16E-02,1.00E-01,SKM-VL,PROT,HUMAN
Q9BZQ8,NIBAN_HUMAN,NIBAN1,Protein Niban 1,1.92E+05,3.88E+05,2.68E+05,3.23E+05,1.65E-02,6.60E-02,SKM-VL,PROT,HUMAN
P14543,NID1_HUMAN,NID1,Nidogen-1,8.51E+05,8.70E+05,8.76E+05,9.86E+05,3.28E-02,1.03E-01,SKM-VL,PROT,HUMAN
Q14112,NID2_HUMAN,NID2,Nidogen-2,5.49E+05,6.05E+05,5.53E+05,6.05E+05,2.15E-01,3.80E-01,SKM-VL,PROT,HUMAN
Q9GZT8,NIF3L_HUMAN,NIF3L1,NIF3-like protein 1,3.77E+04,2.86E+04,4.41E+04,5.12E+04,3.66E-02,1.12E-01,SKM-VL,PROT,HUMAN
O75323,NIPS2_HUMAN,NIPSNAP2,Protein NipSnap homolog 2,2.92E+06,2.95E+06,3.01E+06,3.17E+06,1.37E-01,2.78E-01,SKM-VL,PROT,HUMAN
Q86X76,NIT1_HUMAN,NIT1,Deaminated glutathione amidase,1.09E+05,1.13E+05,1.01E+05,1.12E+05,8.75E-01,9.21E-01,SKM-VL,PROT,HUMAN
Q9NQR4,NIT2_HUMAN,NIT2,Omega-amidase NIT2,1.05E+05,9.91E+04,1.11E+05,1.39E+05,4.13E-03,2.53E-02,SKM-VL,PROT,HUMAN
Q86UT6,NLRX1_HUMAN,NLRX1,NLR family member X1,1.56E+05,2.70E+05,2.29E+05,2.33E+05,1.34E-02,5.70E-02,SKM-VL,PROT,HUMAN
P22307,NLTP_HUMAN,SCP2,Non-specific lipid-transfer protein,1.87E+05,2.34E+05,2.08E+05,2.69E+05,5.72E-05,1.05E-03,SKM-VL,PROT,HUMAN
Q8IW45,NNRD_HUMAN,NAXD,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,1.70E+04,2.42E+04,2.06E+04,2.13E+04,1.35E-01,2.76E-01,SKM-VL,PROT,HUMAN
Q8NCW5,NNRE_HUMAN,NAXE,NAD(P)H-hydrate epimerase,1.72E+05,1.49E+05,1.77E+05,1.98E+05,1.01E-01,2.24E-01,SKM-VL,PROT,HUMAN
Q13423,NNTM_HUMAN,NNT,"NAD(P) transhydrogenase, mitochondrial",6.20E+06,6.31E+06,7.22E+06,8.16E+06,5.25E-05,9.87E-04,SKM-VL,PROT,HUMAN
O60936,NOL3_HUMAN,NOL3,Nucleolar protein 3,7.07E+04,7.65E+04,6.97E+04,8.53E+04,5.34E-02,1.44E-01,SKM-VL,PROT,HUMAN
P29475,NOS1_HUMAN,NOS1,"Nitric oxide synthase, brain",9.69E+04,1.55E+05,1.22E+05,1.29E+05,4.94E-02,1.37E-01,SKM-VL,PROT,HUMAN
P55209,NP1L1_HUMAN,NAP1L1,Nucleosome assembly protein 1-like 1,9.61E+04,1.03E+05,1.38E+05,1.23E+05,1.28E-01,2.66E-01,SKM-VL,PROT,HUMAN
Q99733,NP1L4_HUMAN,NAP1L4,Nucleosome assembly protein 1-like 4,1.43E+06,1.06E+06,9.23E+05,9.78E+05,1.02E-01,2.25E-01,SKM-VL,PROT,HUMAN
Q8TAT6,NPL4_HUMAN,NPLOC4,Nuclear protein localization protein 4 homolog,4.32E+05,6.09E+05,4.79E+05,4.48E+05,3.99E-01,5.63E-01,SKM-VL,PROT,HUMAN
P06748,NPM_HUMAN,NPM1,Nucleophosmin,2.16E+05,1.82E+05,1.89E+05,2.13E+05,3.28E-01,5.03E-01,SKM-VL,PROT,HUMAN
Q9BS92,NPS3B_HUMAN,NIPSNAP3B,Protein NipSnap homolog 3B,2.38E+05,2.51E+05,2.32E+05,2.79E+05,5.51E-01,6.87E-01,SKM-VL,PROT,HUMAN
P16083,NQO2_HUMAN,NQO2,Ribosyldihydronicotinamide dehydrogenase [quinone],4.08E+04,5.38E+04,4.91E+04,4.72E+04,6.83E-01,7.86E-01,SKM-VL,PROT,HUMAN
Q86VF7,NRAP_HUMAN,NRAP,Nebulin-related-anchoring protein,8.61E+05,9.08E+05,9.11E+05,9.75E+05,3.15E-01,4.89E-01,SKM-VL,PROT,HUMAN
P46459,NSF_HUMAN,NSF,Vesicle-fusing ATPase,1.08E+05,1.32E+05,1.12E+05,1.20E+05,4.57E-01,6.09E-01,SKM-VL,PROT,HUMAN
Q9UNZ2,NSF1C_HUMAN,NSFL1C,NSFL1 cofactor p47,2.98E+05,3.32E+05,3.39E+05,3.41E+05,4.64E-01,6.14E-01,SKM-VL,PROT,HUMAN
Q08J23,NSUN2_HUMAN,NSUN2,RNA cytosine C(5)-methyltransferase NSUN2,3.23E+04,2.14E+04,2.45E+04,3.09E+04,4.73E-01,6.23E-01,SKM-VL,PROT,HUMAN
P61970,NTF2_HUMAN,NUTF2,Nuclear transport factor 2,3.17E+05,4.94E+05,3.05E+05,3.71E+05,4.15E-02,1.21E-01,SKM-VL,PROT,HUMAN
Q9BV86,NTM1A_HUMAN,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,1.99E+04,2.61E+04,2.81E+04,3.62E+04,6.45E-03,3.49E-02,SKM-VL,PROT,HUMAN
O75694,NU155_HUMAN,NUP155,Nuclear pore complex protein Nup155,9.69E+03,9.99E+03,1.16E+04,1.04E+04,9.43E-01,9.63E-01,SKM-VL,PROT,HUMAN
P03886,NU1M_HUMAN,MT-ND1,NADH-ubiquinone oxidoreductase chain 1,1.56E+05,1.95E+05,1.84E+05,2.19E+05,1.78E-02,6.94E-02,SKM-VL,PROT,HUMAN
P03891,NU2M_HUMAN,MT-ND2,NADH-ubiquinone oxidoreductase chain 2,8.54E+04,1.03E+05,1.23E+05,1.31E+05,1.43E-04,2.06E-03,SKM-VL,PROT,HUMAN
P03905,NU4M_HUMAN,MT-ND4,NADH-ubiquinone oxidoreductase chain 4,3.82E+05,4.03E+05,4.19E+05,5.77E+05,8.15E-08,8.63E-06,SKM-VL,PROT,HUMAN
P03915,NU5M_HUMAN,MT-ND5,NADH-ubiquinone oxidoreductase chain 5,3.51E+05,4.48E+05,3.98E+05,5.43E+05,3.00E-09,1.21E-06,SKM-VL,PROT,HUMAN
P03923,NU6M_HUMAN,MT-ND6,NADH-ubiquinone oxidoreductase chain 6,6.60E+04,8.40E+04,9.11E+04,8.82E+04,4.42E-01,5.96E-01,SKM-VL,PROT,HUMAN
Q02818,NUCB1_HUMAN,NUCB1,Nucleobindin-1,2.99E+04,5.19E+04,4.52E+04,5.05E+04,3.24E-02,1.02E-01,SKM-VL,PROT,HUMAN
Q14249,NUCG_HUMAN,ENDOG,"Endonuclease G, mitochondrial",2.95E+05,3.70E+05,3.43E+05,4.20E+05,1.99E-03,1.42E-02,SKM-VL,PROT,HUMAN
Q9H1E3,NUCKS_HUMAN,NUCKS1,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,8.03E+04,9.54E+04,5.46E+04,8.63E+04,1.43E-01,2.85E-01,SKM-VL,PROT,HUMAN
P19338,NUCL_HUMAN,NCL,Nucleolin,9.72E+05,9.09E+05,8.87E+05,1.15E+06,1.37E-01,2.77E-01,SKM-VL,PROT,HUMAN
Q8WVJ2,NUDC2_HUMAN,NUDCD2,NudC domain-containing protein 2,2.85E+04,5.26E+04,3.68E+04,3.19E+04,2.54E-01,4.26E-01,SKM-VL,PROT,HUMAN
Q14980,NUMA1_HUMAN,NUMA1,Nuclear mitotic apparatus protein 1,1.14E+04,1.50E+04,1.32E+04,1.30E+04,8.35E-01,8.91E-01,SKM-VL,PROT,HUMAN
Q8N1F7,NUP93_HUMAN,NUP93,Nuclear pore complex protein Nup93,1.47E+04,1.43E+04,1.97E+04,2.77E+04,1.60E-02,6.45E-02,SKM-VL,PROT,HUMAN
Q6DKJ4,NXN_HUMAN,NXN,Nucleoredoxin,2.94E+04,4.14E+04,2.85E+04,3.30E+04,2.75E-01,4.49E-01,SKM-VL,PROT,HUMAN
Q5VST9,OBSCN_HUMAN,OBSCN,Obscurin,4.91E+06,4.96E+06,5.21E+06,5.41E+06,3.44E-02,1.06E-01,SKM-VL,PROT,HUMAN
Q9NX40,OCAD1_HUMAN,OCIAD1,OCIA domain-containing protein 1,1.25E+05,1.27E+05,1.22E+05,1.36E+05,8.34E-01,8.91E-01,SKM-VL,PROT,HUMAN
P11182,ODB2_HUMAN,DBT,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",1.18E+05,7.60E+04,9.08E+04,1.23E+05,9.37E-03,4.48E-02,SKM-VL,PROT,HUMAN
P12694,ODBA_HUMAN,BCKDHA,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",6.71E+04,1.01E+05,9.74E+04,1.18E+05,4.50E-03,2.68E-02,SKM-VL,PROT,HUMAN
P21953,ODBB_HUMAN,BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",2.93E+04,3.86E+04,3.18E+04,6.44E+04,1.31E-05,3.16E-04,SKM-VL,PROT,HUMAN
Q02218,ODO1_HUMAN,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",4.36E+06,4.45E+06,4.76E+06,5.71E+06,1.08E-07,9.19E-06,SKM-VL,PROT,HUMAN
P36957,ODO2_HUMAN,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",2.83E+06,3.00E+06,3.41E+06,3.87E+06,8.42E-05,1.36E-03,SKM-VL,PROT,HUMAN
P10515,ODP2_HUMAN,DLAT,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",4.19E+06,4.32E+06,4.48E+06,5.08E+06,1.54E-04,2.19E-03,SKM-VL,PROT,HUMAN
P08559,ODPA_HUMAN,PDHA1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",3.65E+06,3.94E+06,4.23E+06,4.89E+06,1.05E-10,2.12E-07,SKM-VL,PROT,HUMAN
