Accession,Gene Name,FC (MI 8W/Sham),Number of peptides,p-value,Description,Tissue,Ome,Species
Q9CQV8,Ywhab,0.813,20,0.00164,14-3-3 protein beta/alpha OS=Mus musculus GN=Ywhab PE=1 SV=3,HEART,PROT,HUMAN
P46935,Nedd4 Kiaa0093 Nedd-4 Nedd4-1 Nedd4a,0.813,11,0.008568,E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3,HEART,PROT,HUMAN
Q60865,Caprin1 Gpiap Gpiap1 Gpip137 M11s1 Rng105 G5E5,0.813,7,0.05347,Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2,HEART,PROT,HUMAN
Q9Z1Q9,Vars Bat6 G7a Vars2,0.811,13,3.05E-05,Valine--tRNA ligase OS=Mus musculus GN=Vars PE=1 SV=1,HEART,PROT,HUMAN
O35639,Anxa3 Anx3,0.811,12,0.0004354,Annexin A3 OS=Mus musculus GN=Anxa3 PE=1 SV=4,HEART,PROT,HUMAN
A0A1L1SRT0,Bag1,0.811,3,0.003618,BAG family molecular chaperone regulator 1 OS=Mus musculus GN=Bag1 PE=1 SV=1,HEART,PROT,HUMAN
Q3UE92,Xpnpep1 mCG_20868,0.811,4,0.04251,"X-prolyl aminopeptidase (Aminopeptidase P) 1, soluble, isoform CRA_b OS=Mus musculus GN=Xpnpep1 PE=1 SV=1",HEART,PROT,HUMAN
Q9D8N0,Eef1g,0.81,13,0.0004371,Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3,HEART,PROT,HUMAN
Q6P5B5,Fxr2 Fxr2h,0.81,6,0.0005671,Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus GN=Fxr2 PE=1 SV=1,HEART,PROT,HUMAN
Q9CQW1,Ykt6,0.81,5,0.01423,Synaptobrevin homolog YKT6 OS=Mus musculus GN=Ykt6 PE=1 SV=1,HEART,PROT,HUMAN
Q9DBR7,Ppp1r12a Mypt1,0.81,7,0.03049,Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2,HEART,PROT,HUMAN
Q99LM2,Cdk5rap3,0.809,4,0.006363,CDK5 regulatory subunit-associated protein 3 OS=Mus musculus GN=Cdk5rap3 PE=1 SV=1,HEART,PROT,HUMAN
Q5RL20,Mrpl43 mCG_16934,0.809,5,0.04014,"39S ribosomal protein L43, mitochondrial OS=Mus musculus GN=Mrpl43 PE=1 SV=1",HEART,PROT,HUMAN
P17095,Hmga1 Hmgi Hmgiy,0.808,4,0.01283,High mobility group protein HMG-I/HMG-Y OS=Mus musculus GN=Hmga1 PE=1 SV=4,HEART,PROT,HUMAN
Q9CZD3,Gars,0.808,4,0.0409,Glycine--tRNA ligase OS=Mus musculus GN=Gars PE=1 SV=1,HEART,PROT,HUMAN
Q60737,Csnk2a1 Ckiia,0.808,4,0.05202,Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a1 PE=1 SV=2,HEART,PROT,HUMAN
O88322,Nid2,0.807,15,2.87E-05,Nidogen-2 OS=Mus musculus GN=Nid2 PE=1 SV=2,HEART,PROT,HUMAN
Q99PT1,Arhgdia C87222 Gdi1,0.807,12,0.000787,Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3,HEART,PROT,HUMAN
E9PVC5,Eif4g1,0.806,12,7.30E-05,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus GN=Eif4g1 PE=1 SV=1,HEART,PROT,HUMAN
Q8BGQ7,Aars,0.806,6,0.001059,"Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1",HEART,PROT,HUMAN
Q9WV35,Apobec2,0.806,18,0.003897,C->U-editing enzyme APOBEC-2 OS=Mus musculus GN=Apobec2 PE=1 SV=1,HEART,PROT,HUMAN
Q9CQW2,Arl8b Arl10c Gie1,0.806,4,0.07397,ADP-ribosylation factor-like protein 8B OS=Mus musculus GN=Arl8b PE=1 SV=1,HEART,PROT,HUMAN
P12382,Pfkl Pfk-l Pfkb,0.806,3,0.4685,"ATP-dependent 6-phosphofructokinase, liver type OS=Mus musculus GN=Pfkl PE=1 SV=4",HEART,PROT,HUMAN
Q6P1F6,Ppp2r2a,0.805,4,0.006813,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus GN=Ppp2r2a PE=1 SV=1,HEART,PROT,HUMAN
P45591,Cfl2,0.805,8,0.01463,Cofilin-2 OS=Mus musculus GN=Cfl2 PE=1 SV=1,HEART,PROT,HUMAN
P48678,Lmna Lmn1,0.804,50,2.09E-09,Prelamin-A/C OS=Mus musculus GN=Lmna PE=1 SV=2,HEART,PROT,HUMAN
D3YX34,Dctn1,0.804,12,0.006474,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=1,HEART,PROT,HUMAN
Q9CWK8,Snx2,0.804,5,0.05837,Sorting nexin-2 OS=Mus musculus GN=Snx2 PE=1 SV=2,HEART,PROT,HUMAN
A0A140T8T4,Rpl9-ps6,0.803,7,0.00096,"Ribosomal protein L9, pseudogene 6 OS=Mus musculus GN=Rpl9-ps6 PE=4 SV=1",HEART,PROT,HUMAN
Q9D0I9,Rars,0.803,11,0.001167,"Arginine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Rars PE=1 SV=2",HEART,PROT,HUMAN
O35685,Nudc,0.803,6,0.004625,Nuclear migration protein nudC OS=Mus musculus GN=Nudc PE=1 SV=1,HEART,PROT,HUMAN
P50446,Krt6a Ker2 Krt2-6 Krt2-6a Krt6,0.803,5,0.04596,"Keratin, type II cytoskeletal 6A OS=Mus musculus GN=Krt6a PE=1 SV=3",HEART,PROT,HUMAN
B7ZBY7,Ube2v1,0.803,5,0.06596,Ubiquitin-conjugating enzyme E2 variant 1 OS=Mus musculus GN=Ube2v1 PE=3 SV=1,HEART,PROT,HUMAN
Q8BP92,Rcn2,0.803,8,0.07974,Reticulocalbin-2 OS=Mus musculus GN=Rcn2 PE=1 SV=1,HEART,PROT,HUMAN
A0A075B5P2,Igkc,0.803,4,0.1528,Immunoglobulin kappa constant (Fragment) OS=Mus musculus GN=Igkc PE=1 SV=1,HEART,PROT,HUMAN
Q6ZWN5,Rps9,0.802,7,0.07597,40S ribosomal protein S9 OS=Mus musculus GN=Rps9 PE=1 SV=3,HEART,PROT,HUMAN
Q6PB44,Ptpn23 Kiaa1471,0.802,3,0.2896,Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus GN=Ptpn23 PE=1 SV=2,HEART,PROT,HUMAN
A2A997,C8a,0.801,5,0.0001819,Complement component C8 alpha chain OS=Mus musculus GN=C8a PE=1 SV=1,HEART,PROT,HUMAN
Q9Z0P4,Palm,0.801,4,0.04043,Paralemmin-1 OS=Mus musculus GN=Palm PE=1 SV=1,HEART,PROT,HUMAN
P62264,Rps14,0.801,7,0.04182,40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=1 SV=3,HEART,PROT,HUMAN
F6SVV1,Gm9493,0.8,10,0.000143,40S ribosomal protein S7 OS=Mus musculus GN=Gm9493 PE=3 SV=1,HEART,PROT,HUMAN
P06728,Apoa4,0.8,14,0.0001875,Apolipoprotein A-IV OS=Mus musculus GN=Apoa4 PE=1 SV=3,HEART,PROT,HUMAN
Q91VC3,Eif4a3 Ddx48,0.8,5,0.009679,Eukaryotic initiation factor 4A-III OS=Mus musculus GN=Eif4a3 PE=1 SV=3,HEART,PROT,HUMAN
Q00PI9,Hnrnpul2 Hnrpul2 Manp,0.8,7,0.01736,Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus GN=Hnrnpul2 PE=1 SV=2,HEART,PROT,HUMAN
Q8BJS4,Sun2 Unc84b,0.8,4,0.02993,SUN domain-containing protein 2 OS=Mus musculus GN=Sun2 PE=1 SV=3,HEART,PROT,HUMAN
P99027,Rplp2,0.8,8,0.06674,60S acidic ribosomal protein P2 OS=Mus musculus GN=Rplp2 PE=1 SV=3,HEART,PROT,HUMAN
P80313,Cct7 Ccth,0.799,13,7.57E-05,T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1,HEART,PROT,HUMAN
Q9CWE0,Mtfr1l Fam54b,0.799,6,0.002964,Mitochondrial fission regulator 1-like OS=Mus musculus GN=Mtfr1l PE=1 SV=1,HEART,PROT,HUMAN
Q9JHJ0,Tmod3,0.799,9,0.03122,Tropomodulin-3 OS=Mus musculus GN=Tmod3 PE=1 SV=1,HEART,PROT,HUMAN
A0A1L1SUR7,Picalm,0.799,5,0.0886,Phosphatidylinositol-binding clathrin assembly protein (Fragment) OS=Mus musculus GN=Picalm PE=1 SV=1,HEART,PROT,HUMAN
Q99LF4,Rtcb D10Wsu52e,0.798,6,0.0006402,tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=Rtcb PE=1 SV=1,HEART,PROT,HUMAN
A0A0G2JFV5,Lrrfip2,0.797,3,0.1834,Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus GN=Lrrfip2 PE=1 SV=1,HEART,PROT,HUMAN
E9Q4P0,Kxd1 2810422J05Rik,0.796,23,0.0001788,KxDL motif-containing protein 1 (Fragment) OS=Mus musculus GN=Kxd1 PE=1 SV=1,HEART,PROT,HUMAN
P10518,Alad Lv,0.796,4,0.3275,Delta-aminolevulinic acid dehydratase OS=Mus musculus GN=Alad PE=1 SV=1,HEART,PROT,HUMAN
B9EHJ3,Tjp1,0.795,7,0.001572,Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=1,HEART,PROT,HUMAN
Q8QZY1,Eif3l Eif3eip Eif3s6ip Paf67,0.795,3,0.007514,Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus GN=Eif3l PE=1 SV=1,HEART,PROT,HUMAN
A0A0R4J259,Syncrip,0.795,11,0.01849,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=1,HEART,PROT,HUMAN
A0A1Y7VMN0,Rock2,0.794,4,0.0001175,Rho-associated protein kinase 2 (Fragment) OS=Mus musculus GN=Rock2 PE=1 SV=1,HEART,PROT,HUMAN
P62908,Rps3,0.794,12,0.0004383,40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1,HEART,PROT,HUMAN
Q7TMF3,Ndufa12,0.794,7,0.09523,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Mus musculus GN=Ndufa12 PE=1 SV=2,HEART,PROT,HUMAN
P01027,C3,0.793,46,2.78E-09,Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3,HEART,PROT,HUMAN
Q9WTX5,Skp1 Skp1a,0.793,5,0.0294,S-phase kinase-associated protein 1 OS=Mus musculus GN=Skp1 PE=1 SV=3,HEART,PROT,HUMAN
Q8CGC7,Eprs Qprs,0.792,14,1.06E-06,Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=1 SV=4,HEART,PROT,HUMAN
Q5SXR6,Cltc,0.792,27,2.45E-06,Clathrin heavy chain OS=Mus musculus GN=Cltc PE=1 SV=1,HEART,PROT,HUMAN
Q3U1J4,Ddb1,0.792,8,0.0004721,DNA damage-binding protein 1 OS=Mus musculus GN=Ddb1 PE=1 SV=2,HEART,PROT,HUMAN
P80316,Cct5 Ccte Kiaa0098,0.792,11,0.001368,T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1,HEART,PROT,HUMAN
Q6PDM2,Srsf1 Sfrs1,0.792,7,0.008449,Serine/arginine-rich splicing factor 1 OS=Mus musculus GN=Srsf1 PE=1 SV=3,HEART,PROT,HUMAN
E9PZ00,Psap,0.792,5,0.07196,Prosaposin OS=Mus musculus GN=Psap PE=1 SV=1,HEART,PROT,HUMAN
Q9R0P5,Dstn Dsn Sid23,0.792,3,0.08202,Destrin OS=Mus musculus GN=Dstn PE=1 SV=3,HEART,PROT,HUMAN
Q62313,Tgoln1 Ttgn1,0.792,3,0.1299,Trans-Golgi network integral membrane protein 1 OS=Mus musculus GN=Tgoln1 PE=1 SV=1,HEART,PROT,HUMAN
Q3UJB0,Sf3b2 mCG_19856,0.792,4,0.1896,"Splicing factor 3b, subunit 2 OS=Mus musculus GN=Sf3b2 PE=1 SV=1",HEART,PROT,HUMAN
P55302,Lrpap1,0.791,8,0.0007994,Alpha-2-macroglobulin receptor-associated protein OS=Mus musculus GN=Lrpap1 PE=1 SV=1,HEART,PROT,HUMAN
P13020,Gsn Gsb,0.791,13,0.00446,Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3,HEART,PROT,HUMAN
H3BK65,Eps15,0.791,4,0.03215,Epidermal growth factor receptor substrate 15 OS=Mus musculus GN=Eps15 PE=1 SV=1,HEART,PROT,HUMAN
Q8BVQ9,Psmc2,0.79,12,0.0009303,26S proteasome regulatory subunit 7 OS=Mus musculus GN=Psmc2 PE=1 SV=1,HEART,PROT,HUMAN
Q9Z1P7,Kank3 Ankrd47 D17Ertd288e Ng28,0.79,5,0.01059,KN motif and ankyrin repeat domain-containing protein 3 OS=Mus musculus GN=Kank3 PE=1 SV=1,HEART,PROT,HUMAN
Q3TMN1,Metap2 METAP2,0.79,3,0.02464,Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1,HEART,PROT,HUMAN
O08715,Akap1 Akap,0.79,4,0.05058,"A-kinase anchor protein 1, mitochondrial OS=Mus musculus GN=Akap1 PE=1 SV=4",HEART,PROT,HUMAN
A2AUR7,Rsu1 mCG_15700,0.789,8,0.0004089,Ras suppressor protein 1 OS=Mus musculus GN=Rsu1 PE=1 SV=1,HEART,PROT,HUMAN
P14131,Rps16,0.789,7,0.03286,40S ribosomal protein S16 OS=Mus musculus GN=Rps16 PE=1 SV=4,HEART,PROT,HUMAN
Q7TMM9,Tubb2a Tubb2,0.788,25,4.06E-05,Tubulin beta-2A chain OS=Mus musculus GN=Tubb2a PE=1 SV=1,HEART,PROT,HUMAN
P11983,Tcp1 Cct1 Ccta,0.788,4,0.01954,T-complex protein 1 subunit alpha OS=Mus musculus GN=Tcp1 PE=1 SV=3,HEART,PROT,HUMAN
Q3U9G9,Lbr,0.788,4,0.05937,Lamin-B receptor OS=Mus musculus GN=Lbr PE=1 SV=2,HEART,PROT,HUMAN
P01029,C4b C4,0.787,6,0.003359,Complement C4-B OS=Mus musculus GN=C4b PE=1 SV=3,HEART,PROT,HUMAN
Q9D1A2,Cndp2 Cn2,0.787,8,0.006483,Cytosolic non-specific dipeptidase OS=Mus musculus GN=Cndp2 PE=1 SV=1,HEART,PROT,HUMAN
Q14AA6,1700009N14Rik mCG_49183,0.786,4,0.005177,GTP-binding nuclear protein Ran OS=Mus musculus GN=1700009N14Rik PE=2 SV=1,HEART,PROT,HUMAN
Q9D1P0,Mrpl13,0.786,3,0.07174,"39S ribosomal protein L13, mitochondrial OS=Mus musculus GN=Mrpl13 PE=1 SV=1",HEART,PROT,HUMAN
A0A087WPL5,Dhx9,0.786,4,0.2006,ATP-dependent RNA helicase A OS=Mus musculus GN=Dhx9 PE=1 SV=1,HEART,PROT,HUMAN
K3W4S6,Gyg,0.785,3,0.07163,Glycogenin OS=Mus musculus GN=Gyg PE=1 SV=1,HEART,PROT,HUMAN
Q8CE80,Cast,0.784,19,3.38E-05,Calpastatin OS=Mus musculus GN=Cast PE=1 SV=1,HEART,PROT,HUMAN
P47911,Rpl6,0.784,8,0.001051,60S ribosomal protein L6 OS=Mus musculus GN=Rpl6 PE=1 SV=3,HEART,PROT,HUMAN
Q9DCT8,Crip2 Crp2 Hlp,0.784,11,0.001879,Cysteine-rich protein 2 OS=Mus musculus GN=Crip2 PE=1 SV=1,HEART,PROT,HUMAN
Q9CQE8,RTRAF,0.783,4,0.2033,UPF0568 protein C14orf166 homolog OS=Mus musculus PE=1 SV=1,HEART,PROT,HUMAN
P60843,Eif4a1 Ddx2a Eif4a,0.782,10,9.73E-05,Eukaryotic initiation factor 4A-I OS=Mus musculus GN=Eif4a1 PE=1 SV=1,HEART,PROT,HUMAN
Q99PG2,Ogfr,0.781,3,0.01715,Opioid growth factor receptor OS=Mus musculus GN=Ogfr PE=1 SV=1,HEART,PROT,HUMAN
P46460,Nsf Skd2,0.781,3,0.1628,Vesicle-fusing ATPase OS=Mus musculus GN=Nsf PE=1 SV=2,HEART,PROT,HUMAN
P29699,Ahsg Fetua,0.78,4,0.01092,Alpha-2-HS-glycoprotein OS=Mus musculus GN=Ahsg PE=1 SV=1,HEART,PROT,HUMAN
F7AA26,Pakap,0.779,10,0.001199,Paralemmin A kinase anchor protein (Fragment) OS=Mus musculus GN=Pakap PE=1 SV=1,HEART,PROT,HUMAN
Q8BML9,Qars,0.779,4,0.1377,Glutamine--tRNA ligase OS=Mus musculus GN=Qars PE=1 SV=1,HEART,PROT,HUMAN
H3BKM0,Ap2b1,0.779,3,0.2132,AP complex subunit beta OS=Mus musculus GN=Ap2b1 PE=1 SV=1,HEART,PROT,HUMAN
Q920Q6,Msi2 Msi2h,0.779,3,0.4071,RNA-binding protein Musashi homolog 2 OS=Mus musculus GN=Msi2 PE=1 SV=1,HEART,PROT,HUMAN
P0C0S6,H2afz H2az,0.778,6,0.05606,Histone H2A.Z OS=Mus musculus GN=H2afz PE=1 SV=2,HEART,PROT,HUMAN
Q61035,Hars,0.777,10,9.47E-07,"Histidine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Hars PE=1 SV=2",HEART,PROT,HUMAN
G3UZR0,Ddah2,0.777,7,0.000461,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 (Fragment) OS=Mus musculus GN=Ddah2 PE=1 SV=1",HEART,PROT,HUMAN
A0A286YDV7,Nolc1,0.777,3,0.0377,Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Mus musculus GN=Nolc1 PE=4 SV=1,HEART,PROT,HUMAN
Q61335,Bcap31 Bap31,0.776,8,0.0001412,B-cell receptor-associated protein 31 OS=Mus musculus GN=Bcap31 PE=1 SV=4,HEART,PROT,HUMAN
Q9D6J5,Ndufb8,0.776,24,0.002468,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Mus musculus GN=Ndufb8 PE=1 SV=1",HEART,PROT,HUMAN
Q9JKF7,Mrpl39,0.776,3,0.02466,"39S ribosomal protein L39, mitochondrial OS=Mus musculus GN=Mrpl39 PE=1 SV=4",HEART,PROT,HUMAN
G3X9V2,Ctnnd1 mCG_3223,0.776,4,0.1332,"Catenin (Cadherin associated protein), delta 1, isoform CRA_a OS=Mus musculus GN=Ctnnd1 PE=1 SV=1",HEART,PROT,HUMAN
P62900,Rpl31,0.774,7,0.0002223,60S ribosomal protein L31 OS=Mus musculus GN=Rpl31 PE=1 SV=1,HEART,PROT,HUMAN
E9Q9X1,Dst,0.774,5,0.01465,Dystonin OS=Mus musculus GN=Dst PE=1 SV=2,HEART,PROT,HUMAN
P14602,Hspb1 Hsp25 Hsp27,0.773,23,0.0007586,Heat shock protein beta-1 OS=Mus musculus GN=Hspb1 PE=1 SV=3,HEART,PROT,HUMAN
P42932,Cct8 Cctq,0.772,17,2.28E-09,T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3,HEART,PROT,HUMAN
P14869,Rplp0 Arbp,0.772,5,2.71E-05,60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3,HEART,PROT,HUMAN
E0CZ27,H3f3a,0.772,7,0.000158,Histone H3 (Fragment) OS=Mus musculus GN=H3f3a PE=3 SV=1,HEART,PROT,HUMAN
Q3TXS7,Psmd1,0.772,9,0.01012,26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1,HEART,PROT,HUMAN
Q6IRU5,Cltb,0.771,6,0.0001788,Clathrin light chain B OS=Mus musculus GN=Cltb PE=1 SV=1,HEART,PROT,HUMAN
Q3U0S6,Rasip1,0.771,4,0.0008382,Ras-interacting protein 1 OS=Mus musculus GN=Rasip1 PE=1 SV=3,HEART,PROT,HUMAN
Q9R069,Bcam Gplu Lu,0.771,5,0.01034,Basal cell adhesion molecule OS=Mus musculus GN=Bcam PE=1 SV=1,HEART,PROT,HUMAN
P35980,Rpl18,0.771,5,0.02388,60S ribosomal protein L18 OS=Mus musculus GN=Rpl18 PE=1 SV=3,HEART,PROT,HUMAN
Q99L45,Eif2s2,0.771,7,0.02406,Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus GN=Eif2s2 PE=1 SV=1,HEART,PROT,HUMAN
Q9D1X0,Nol3 Arc,0.771,5,0.0253,Nucleolar protein 3 OS=Mus musculus GN=Nol3 PE=1 SV=1,HEART,PROT,HUMAN
Q99LB6,Mat2b,0.771,3,0.05403,Methionine adenosyltransferase 2 subunit beta OS=Mus musculus GN=Mat2b PE=1 SV=1,HEART,PROT,HUMAN
B1B1A8,Mylk,0.771,4,0.1186,"Myosin light chain kinase, smooth muscle OS=Mus musculus GN=Mylk PE=1 SV=1",HEART,PROT,HUMAN
Q68FG2,Sptbn2 Spnb3 mCG_8401,0.77,3,0.0008614,Spectrin beta chain OS=Mus musculus GN=Sptbn2 PE=1 SV=1,HEART,PROT,HUMAN
Q9JJ28,Flii Fli1 Fliih,0.769,4,0.003564,Protein flightless-1 homolog OS=Mus musculus GN=Flii PE=1 SV=1,HEART,PROT,HUMAN
E9Q3V6,2-Sep,0.769,8,0.009632,Septin-2 OS=Mus musculus GN=Sept2 PE=1 SV=1,HEART,PROT,HUMAN
E9Q1S3,Sec23a,0.769,4,0.01643,Protein transport protein Sec23A OS=Mus musculus GN=Sec23a PE=1 SV=1,HEART,PROT,HUMAN
Q5XJF6,Rpl10a mCG_123122 mCG_18533,0.768,9,5.56E-05,Ribosomal protein OS=Mus musculus GN=Rpl10a PE=1 SV=1,HEART,PROT,HUMAN
P63005,Pafah1b1 Lis-1 Lis1 Pafaha,0.767,5,0.00524,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus GN=Pafah1b1 PE=1 SV=2,HEART,PROT,HUMAN
Q91ZW3,Smarca5 Snf2h,0.767,4,0.08719,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Mus musculus GN=Smarca5 PE=1 SV=1,HEART,PROT,HUMAN
P40142,Tkt,0.766,7,0.00414,Transketolase OS=Mus musculus GN=Tkt PE=1 SV=1,HEART,PROT,HUMAN
B1AXW5,Prdx1,0.765,27,3.37E-07,Peroxiredoxin-1 (Fragment) OS=Mus musculus GN=Prdx1 PE=1 SV=8,HEART,PROT,HUMAN
P62746,Rhob Arhb,0.765,4,0.04614,Rho-related GTP-binding protein RhoB OS=Mus musculus GN=Rhob PE=1 SV=1,HEART,PROT,HUMAN
Q99MR6,Srrt Ars2 Asr2,0.765,3,0.1987,Serrate RNA effector molecule homolog OS=Mus musculus GN=Srrt PE=1 SV=1,HEART,PROT,HUMAN
P62301,Rps13,0.763,5,0.0217,40S ribosomal protein S13 OS=Mus musculus GN=Rps13 PE=1 SV=2,HEART,PROT,HUMAN
O54774,Ap3d1 Ap3d,0.762,4,0.04819,AP-3 complex subunit delta-1 OS=Mus musculus GN=Ap3d1 PE=1 SV=1,HEART,PROT,HUMAN
Q78PY7,Snd1,0.761,10,0.000716,Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus GN=Snd1 PE=1 SV=1,HEART,PROT,HUMAN
P03930,Mtatp8 Atp8 mt-Atp8,0.761,3,0.0888,ATP synthase protein 8 OS=Mus musculus GN=Mtatp8 PE=1 SV=1,HEART,PROT,HUMAN
Q9DAK9,Phpt1 Php14,0.761,8,0.1147,14 kDa phosphohistidine phosphatase OS=Mus musculus GN=Phpt1 PE=1 SV=1,HEART,PROT,HUMAN
P27546,Map4 Mtap4,0.76,41,1.55E-15,Microtubule-associated protein 4 OS=Mus musculus GN=Map4 PE=1 SV=3,HEART,PROT,HUMAN
P31230,Aimp1 Emap2 Scye1,0.759,7,0.001016,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Mus musculus GN=Aimp1 PE=1 SV=2,HEART,PROT,HUMAN
Q8R050,Gspt1 Erf3a,0.759,3,0.01611,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus GN=Gspt1 PE=1 SV=2,HEART,PROT,HUMAN
P08226,Apoe,0.759,8,0.03582,Apolipoprotein E OS=Mus musculus GN=Apoe PE=1 SV=2,HEART,PROT,HUMAN
P23116,Eif3a Csma Eif3 Eif3s10,0.758,19,2.78E-07,Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus GN=Eif3a PE=1 SV=5,HEART,PROT,HUMAN
P70168,Kpnb1 Impnb,0.758,7,3.01E-05,Importin subunit beta-1 OS=Mus musculus GN=Kpnb1 PE=1 SV=2,HEART,PROT,HUMAN
Q9Z2Q5,Mrpl40 Nlvcf,0.758,3,0.02344,"39S ribosomal protein L40, mitochondrial OS=Mus musculus GN=Mrpl40 PE=1 SV=2",HEART,PROT,HUMAN
A0A1W2P733,Mthfd1,0.757,8,5.78E-05,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus GN=Mthfd1 PE=1 SV=1",HEART,PROT,HUMAN
A2AMW0,Capzb mCG_122335,0.757,12,0.004146,"Capping protein (Actin filament) muscle Z-line, beta, isoform CRA_a OS=Mus musculus GN=Capzb PE=1 SV=1",HEART,PROT,HUMAN
P10854,Hist1h2bm,0.756,22,3.35E-10,Histone H2B type 1-M OS=Mus musculus GN=Hist1h2bm PE=1 SV=2,HEART,PROT,HUMAN
P26040,Ezr Vil2,0.755,23,2.97E-06,Ezrin OS=Mus musculus GN=Ezr PE=1 SV=3,HEART,PROT,HUMAN
Q8BH61,F13a1 F13a,0.755,5,0.004908,Coagulation factor XIII A chain OS=Mus musculus GN=F13a1 PE=1 SV=3,HEART,PROT,HUMAN
Q3TMX5,Manf Armet mCG_19507,0.755,5,0.1978,"Arginine-rich, mutated in early stage tumors, isoform CRA_b OS=Mus musculus GN=Manf PE=1 SV=1",HEART,PROT,HUMAN
P70195,Psmb7 Mmc14,0.753,10,0.001622,Proteasome subunit beta type-7 OS=Mus musculus GN=Psmb7 PE=1 SV=1,HEART,PROT,HUMAN
Q8R2Y2,Mcam Muc18,0.753,5,0.06028,Cell surface glycoprotein MUC18 OS=Mus musculus GN=Mcam PE=1 SV=1,HEART,PROT,HUMAN
Q8R2P8,Kars mCG_141545,0.752,11,6.81E-06,Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1,HEART,PROT,HUMAN
P97351,Rps3a Rps3a1,0.752,12,0.004606,40S ribosomal protein S3a OS=Mus musculus GN=Rps3a PE=1 SV=3,HEART,PROT,HUMAN
Q9D0F3,Lman1 Ergic53,0.752,6,0.0549,Protein ERGIC-53 OS=Mus musculus GN=Lman1 PE=1 SV=1,HEART,PROT,HUMAN
B7ZCP4,Cpne1,0.751,3,0.04399,Copine-1 OS=Mus musculus GN=Cpne1 PE=1 SV=1,HEART,PROT,HUMAN
E9Q616,Ahnak,0.75,210,0,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus GN=Ahnak PE=1 SV=1,HEART,PROT,HUMAN
Q8CBB6,Hist1h2bq Hist1h2br mCG_50238,0.749,23,1.08E-07,Histone H2B OS=Mus musculus GN=Hist1h2bq PE=2 SV=1,HEART,PROT,HUMAN
P47963,Rpl13,0.749,9,0.0001166,60S ribosomal protein L13 OS=Mus musculus GN=Rpl13 PE=1 SV=3,HEART,PROT,HUMAN
O08529,Capn2,0.749,5,0.001122,Calpain-2 catalytic subunit OS=Mus musculus GN=Capn2 PE=1 SV=4,HEART,PROT,HUMAN
